pair_idx,class_a,class_b,t,store,cos_top1,mah_top1,overlap_10,overlap_25,flip_top1,rank_corr,sim_delta_mean,sim_delta_max
43,70,82,0.6399999856948853,S3,82,82,10,25,0,1.0,2.3221969058795366e-06,3.635883331298828e-06
43,70,82,0.6500000357627869,S1,82,82,10,25,0,1.0,2.2983549570199102e-06,3.5762786865234375e-06
43,70,82,0.6500000357627869,S3,82,82,10,25,0,1.0,2.2983549570199102e-06,3.5762786865234375e-06
43,70,82,0.6600000262260437,S1,82,82,10,25,0,1.0,2.225041271231021e-06,3.516674041748047e-06
43,70,82,0.6600000262260437,S3,82,82,10,25,0,1.0,2.225041271231021e-06,3.516674041748047e-06
43,70,82,0.6700000166893005,S1,82,82,10,25,0,1.0,2.204775682912441e-06,3.993511199951172e-06
43,70,82,0.6700000166893005,S3,82,82,10,25,0,1.0,2.204775682912441e-06,3.993511199951172e-06
43,70,82,0.6800000071525574,S1,82,82,10,25,0,1.0,2.1570920125668636e-06,3.814697265625e-06
43,70,82,0.6800000071525574,S3,82,82,10,25,0,1.0,2.1570920125668636e-06,3.814697265625e-06
43,70,82,0.6899999976158142,S1,82,82,10,25,0,1.0,2.1135806491656695e-06,3.874301910400391e-06
43,70,82,0.6899999976158142,S3,82,82,10,25,0,1.0,2.1135806491656695e-06,3.874301910400391e-06
43,70,82,0.699999988079071,S1,82,82,10,25,0,1.0,2.1046398614998907e-06,3.874301910400391e-06
43,70,82,0.699999988079071,S3,82,82,10,25,0,1.0,2.1046398614998907e-06,3.874301910400391e-06
43,70,82,0.7099999785423279,S1,82,82,10,25,0,1.0,2.0545719507936155e-06,3.7550926208496094e-06
43,70,82,0.7099999785423279,S3,82,82,10,25,0,1.0,2.0545719507936155e-06,3.7550926208496094e-06
43,70,82,0.7200000286102295,S1,82,82,10,25,0,1.0,1.976490011657006e-06,3.6954879760742188e-06
43,70,82,0.7200000286102295,S3,82,82,10,25,0,1.0,1.976490011657006e-06,3.6954879760742188e-06
43,70,82,0.7300000190734863,S1,82,82,10,25,0,1.0,1.9782780782406917e-06,3.814697265625e-06
43,70,82,0.7300000190734863,S3,82,82,10,25,0,1.0,1.9782780782406917e-06,3.814697265625e-06
43,70,82,0.7400000095367432,S1,82,82,10,25,0,1.0,1.9019842056877678e-06,3.516674041748047e-06
43,70,82,0.7400000095367432,S3,82,82,10,25,0,1.0,1.9019842056877678e-06,3.516674041748047e-06
43,70,82,0.75,S1,82,82,10,25,0,1.0,1.8197297322330996e-06,3.4570693969726562e-06
43,70,82,0.75,S3,82,82,10,25,0,1.0,1.8197297322330996e-06,3.4570693969726562e-06
43,70,82,0.7599999904632568,S1,82,82,10,25,0,1.0,1.793503770386451e-06,3.337860107421875e-06
