arm,epoch,event_class,record_tag,record_seq,outcome,pre_sim,payload_cos_incumbent,effective_vigilance,incumbent_slot,incumbent_hit_counts,incumbent_last_write_seq,incumbent_n_records,owner_slot,injected_label
clean,1,duplicate-rewrite,clean,178,absorbed,1.0,1.0,0.744853,50,1,50,1,50,-1
clean,1,duplicate-rewrite,clean,179,absorbed,1.0,1.0,0.813448,51,1,51,1,51,-1
clean,1,duplicate-rewrite,clean,180,absorbed,1.0,1.0,0.76306,52,1,52,1,52,-1
clean,1,duplicate-rewrite,clean,181,absorbed,1.0,1.0,0.750436,53,1,53,1,53,-1
clean,1,duplicate-rewrite,clean,182,absorbed,1.0,1.0,0.72439,54,1,54,1,54,-1
clean,1,duplicate-rewrite,clean,183,absorbed,1.0,1.0,0.709062,55,1,55,1,55,-1
clean,1,duplicate-rewrite,clean,184,absorbed,1.0,1.0,0.762392,56,1,56,1,56,-1
clean,1,duplicate-rewrite,clean,185,absorbed,1.0,1.0,0.730637,57,1,57,1,57,-1
clean,1,duplicate-rewrite,clean,186,absorbed,1.0,1.0,0.787288,58,1,58,1,58,-1
clean,1,duplicate-rewrite,clean,187,absorbed,1.0,1.0,0.723175,59,1,59,1,59,-1
clean,1,duplicate-rewrite,clean,188,absorbed,1.0,1.0,0.716202,60,1,60,1,60,-1
clean,1,duplicate-rewrite,clean,189,absorbed,1.0,1.0,0.745735,61,1,61,1,61,-1
clean,1,duplicate-rewrite,clean,190,absorbed,1.0,1.0,0.749537,62,1,62,1,62,-1
clean,1,duplicate-rewrite,clean,191,absorbed,1.0,1.0,0.733216,63,1,63,1,63,-1
clean,1,duplicate-rewrite,clean,192,absorbed,1.0,1.0,0.651068,64,1,64,1,64,-1
clean,1,duplicate-rewrite,clean,193,absorbed,1.0,1.0,0.662606,65,1,65,1,65,-1
clean,1,duplicate-rewrite,clean,194,absorbed,1.0,1.0,0.69264,66,1,66,1,66,-1
clean,1,duplicate-rewrite,clean,195,absorbed,1.0,1.0,0.673571,67,1,67,1,67,-1
clean,1,duplicate-rewrite,clean,196,absorbed,1.0,1.0,0.685912,68,1,68,1,68,-1
clean,1,duplicate-rewrite,clean,197,absorbed,1.0,1.0,0.695238,69,1,69,1,69,-1
clean,1,duplicate-rewrite,clean,198,absorbed,1.0,1.0,0.684277,70,1,70,1,70,-1
clean,1,duplicate-rewrite,clean,199,absorbed,1.0,1.0,0.682975,71,1,71,1,71,-1
clean,1,duplicate-rewrite,clean,200,absorbed,1.0,1.0,0.725016,72,1,72,1,72,-1
clean,1,duplicate-rewrite,clean,201,absorbed,1.0,1.0,0.6768,73,1,73,1,73,-1
clean,1,duplicate-rewrite,clean,202,absorbed,1.0,1.0,0.707735,74,1,74,1,74,-1
clean,1,duplicate-rewrite,clean,203,absorbed,1.0,1.0,0.688518,75,1,75,1,75,-1
clean,1,duplicate-rewrite,clean,204,absorbed,1.0,1.0,0.678734,76,1,76,1,76,-1
clean,1,duplicate-rewrite,clean,205,absorbed,1.0,1.0,0.748066,77,1,77,1,77,-1
clean,1,duplicate-rewrite,clean,206,absorbed,1.0,1.0,0.670276,78,1,78,1,78,-1
clean,1,duplicate-rewrite,clean,207,absorbed,1.0,1.0,0.710441,79,1,79,1,79,-1
clean,1,duplicate-rewrite,clean,208,absorbed,1.0,1.0,0.690584,80,1,80,1,80,-1
clean,1,duplicate-rewrite,clean,209,absorbed,1.0,1.0,0.664784,81,1,81,1,81,-1
clean,1,duplicate-rewrite,clean,210,absorbed,1.0,1.0,0.679328,82,1,82,1,82,-1
clean,1,duplicate-rewrite,clean,211,absorbed,1.0,1.0,0.69631,83,1,83,1,83,-1
clean,1,duplicate-rewrite,clean,212,absorbed,1.0,1.0,0.67281,84,1,84,1,84,-1
clean,1,duplicate-rewrite,clean,213,absorbed,1.0,1.0,0.671982,85,1,85,1,85,-1
clean,1,duplicate-rewrite,clean,214,absorbed,1.0,1.0,0.683781,86,1,86,1,86,-1
clean,1,duplicate-rewrite,clean,215,absorbed,1.0,1.0,0.691128,87,1,87,1,87,-1
clean,1,duplicate-rewrite,clean,216,absorbed,1.0,1.0,0.7178,88,1,88,1,88,-1
clean,1,duplicate-rewrite,clean,217,absorbed,1.0,1.0,0.690253,89,1,89,1,89,-1
clean,1,duplicate-rewrite,clean,218,absorbed,1.0,1.0,0.65298,90,1,90,1,90,-1
clean,1,duplicate-rewrite,clean,219,absorbed,1.0,1.0,0.690209,91,1,91,1,91,-1
clean,1,duplicate-rewrite,clean,220,absorbed,1.0,1.0,0.678014,92,1,92,1,92,-1
clean,1,duplicate-rewrite,clean,221,absorbed,1.0,1.0,0.670242,93,1,93,1,93,-1
clean,1,duplicate-rewrite,clean,222,absorbed,1.0,1.0,0.710059,94,1,94,1,94,-1
clean,1,duplicate-rewrite,clean,223,absorbed,1.0,1.0,0.676363,95,1,95,1,95,-1
clean,1,duplicate-rewrite,clean,224,absorbed,1.0,1.0,0.659512,96,1,96,1,96,-1
clean,1,duplicate-rewrite,clean,225,absorbed,1.0,1.0,0.661707,97,1,97,1,97,-1
clean,1,duplicate-rewrite,clean,226,absorbed,1.0,1.0,0.65015,98,1,98,1,98,-1
clean,1,duplicate-rewrite,clean,227,absorbed,1.0,1.0,0.7178,99,1,99,1,99,-1
clean,1,duplicate-rewrite,clean,228,absorbed,1.0,1.0,0.651727,100,1,100,1,100,-1
clean,1,duplicate-rewrite,clean,229,absorbed,1.0,1.0,0.656686,101,1,101,1,101,-1
clean,1,duplicate-rewrite,clean,230,absorbed,1.0,1.0,0.661666,102,1,102,1,102,-1
clean,1,duplicate-rewrite,clean,231,absorbed,1.0,1.0,0.683207,103,1,103,1,103,-1
clean,1,duplicate-rewrite,clean,232,absorbed,1.0,1.0,0.661032,104,1,104,1,104,-1
clean,1,duplicate-rewrite,clean,233,absorbed,1.0,1.0,0.665538,105,1,105,1,105,-1
clean,1,duplicate-rewrite,clean,234,absorbed,1.0,1.0,0.654851,106,1,106,1,106,-1
clean,1,duplicate-rewrite,clean,235,absorbed,1.0,1.0,0.694437,107,1,107,1,107,-1
clean,1,duplicate-rewrite,clean,236,absorbed,1.0,1.0,0.690584,108,1,108,1,108,-1
clean,1,duplicate-rewrite,clean,237,absorbed,1.0,1.0,0.697115,109,1,109,1,109,-1
clean,1,duplicate-rewrite,clean,238,absorbed,1.0,1.0,0.677843,110,1,110,1,110,-1
clean,1,duplicate-rewrite,clean,239,absorbed,1.0,1.0,0.676064,111,1,111,1,111,-1
clean,1,duplicate-rewrite,clean,240,absorbed,1.0,1.0,0.669318,112,1,112,1,112,-1
clean,1,duplicate-rewrite,clean,241,absorbed,1.0,1.0,0.701865,113,1,113,1,113,-1
clean,1,duplicate-rewrite,clean,242,absorbed,1.0,1.0,0.69633,114,1,114,1,114,-1
clean,1,duplicate-rewrite,clean,243,absorbed,1.0,1.0,0.694528,115,1,115,1,115,-1
clean,1,duplicate-rewrite,clean,244,absorbed,1.0,1.0,0.670617,116,1,116,1,116,-1
clean,1,duplicate-rewrite,clean,245,absorbed,1.0,1.0,0.680406,117,1,117,1,117,-1
clean,1,duplicate-rewrite,clean,246,absorbed,1.0,1.0,0.721766,118,1,118,1,118,-1
clean,1,duplicate-rewrite,clean,247,absorbed,1.0,1.0,0.674375,119,1,119,1,119,-1
clean,1,duplicate-rewrite,clean,248,absorbed,1.0,1.0,0.685323,120,1,120,1,120,-1
clean,1,duplicate-rewrite,clean,249,absorbed,1.0,1.0,0.725016,121,1,121,1,121,-1
clean,1,duplicate-rewrite,clean,250,absorbed,1.0,1.0,0.715565,122,1,122,1,122,-1
clean,1,duplicate-rewrite,clean,251,absorbed,1.0,1.0,0.670572,123,1,123,1,123,-1
