epoch,contraction,rho_inband,var_inband,n_inband,rho_probe,var_probe,within_probe,margin_probe,offclass_weight,frac_blended,n_vote,top1_top2_margin,median_top1_top2_margin,vote_entropy,effective_support,median_effective_support,max_vote_weight,n_surviving_votes,frac_low_margin,frac_high_entropy,frac_margin_recoverable,frac_margin_borderline,frac_margin_forced,frac_blend_top1_correct,chimera_onset,blend_onset,mean_v_eff,floor_delta_ema,sim_floor_active,occupied,alloc,merged,dropped,merge_rate,acc
0,0.0,nan,nan,0,0.23254816234111786,0.0036126202903687954,0.421573668718338,0.18902552127838135,0.08341334760189056,0.12612612545490265,111,0.06317056715488434,0.052097514271736145,0.7772432565689087,2.7302279472351074,1.9990572929382324,0.6655192971229553,3.180180072784424,0.4954954981803894,0.7027027010917664,0.8828828930854797,0.018018018454313278,0.09909909963607788,0.42857142857142855,False,False,0.85,0.43921101093292236,0.28921101093292234,128,128,0,0,0.0,0.8984
1,0.031,0.23541869223117828,0.004179890155828536,128,0.23304517567157745,0.003642431693151593,0.4208325743675232,0.18778741359710693,0.083683542907238,0.12612612545490265,111,0.06292138248682022,0.05072543025016785,0.789035975933075,2.7699780464172363,1.9999312162399292,0.6608923673629761,3.2252252101898193,0.4954954981803894,0.7027027010917664,0.8738738894462585,0.027027027681469917,0.09909909963607788,0.35714285714285715,False,False,0.6920421123504639,0.4390603691339493,0.2890603691339493,128,0,128,0,1.0,0.8984
2,0.0621,0.23661084473133087,0.0041878957886589685,128,0.23320141434669495,0.0036777020432054996,0.4209405183792114,0.1877390742301941,0.08353827893733978,0.12612612545490265,111,0.06383759528398514,0.05097687244415283,0.7976071238517761,2.7872040271759033,1.9994608163833618,0.6622836589813232,3.2522523403167725,0.477477490901947,0.6936936974525452,0.8738738894462585,0.027027027681469917,0.09909909963607788,0.35714285714285715,False,False,0.6961635947227478,0.4384991934895516,0.28849919348955155,128,0,128,0,1.0,0.9062
3,0.0931,0.23740337789058685,0.004084594674153896,128,0.23500055074691772,0.004393775016069412,0.41461873054504395,0.17961816489696503,0.09153353422880173,0.1388888955116272,108,0.06371945887804031,0.05105835199356079,0.8057437539100647,2.8352792263031006,2.2608892917633057,0.6577618718147278,3.2685184478759766,0.48148149251937866,0.6851851940155029,0.8611111044883728,0.018518518656492233,0.12037037312984467,0.4,False,False,0.7031925320625305,0.43725476959347725,0.28725476959347723,131,3,125,0,0.9766,0.8984
4,0.1241,0.23843148350715637,0.004109178218555165,128,0.23603412508964539,0.004436342976987362,0.4121565818786621,0.17612242698669434,0.09776438027620316,0.14018692076206207,107,0.06255955249071121,0.040994793176651,0.7990965247154236,2.8344640731811523,2.146355628967285,0.6603699922561646,3.299065351486206,0.5327102541923523,0.672897219657898,0.8691588640213013,0.009345794096589088,0.1214953288435936,0.4,False,False,0.7033936977386475,0.4364886817246676,0.28648868172466757,131,0,128,0,1.0,0.8984
5,0.1552,0.23971869051456451,0.003840513314876892,128,0.23855239152908325,0.004196283873170614,0.4076375365257263,0.16908511519432068,0.10572227090597153,0.15454545617103577,110,0.060250841081142426,0.035100191831588745,0.8143093585968018,2.9395651817321777,1.9957855939865112,0.6558830142021179,3.4272727966308594,0.581818163394928,0.6818181872367859,0.8272727131843567,0.05454545468091965,0.11818181723356247,0.4117647058823529,False,True,0.712904155254364,0.4350712451556325,0.2850712451556325,137,6,122,0,0.9531,0.875
6,0.1862,0.24555623531341553,0.003485535059425615,128,0.2425171136856079,0.004156531300395727,0.40352731943130493,0.16101020574569702,0.1284056156873703,0.18918919563293457,111,0.0575132891535759,0.03424370288848877,0.8476644158363342,3.0706381797790527,2.4120678901672363,0.6397232413291931,3.5765764713287354,0.630630612373352,0.6936936974525452,0.8018018007278442,0.054054055362939835,0.14414414763450623,0.42857142857142855,False,True,0.7126057147979736,0.43523491798809166,0.28523491798809164,138,1,127,0,0.9922,0.8672
7,0.2172,0.24736186861991882,0.0034203520408899735,128,0.2487010508775711,0.004059376195073128,0.4026254415512085,0.1539243757724762,0.15268200635910034,0.22522522509098053,111,0.05666101723909378,0.029199451208114624,0.920865535736084,3.308302879333496,2.730022668838501,0.6089535355567932,3.8378379344940186,0.6216216087341309,0.7117117047309875,0.7657657861709595,0.07207207381725311,0.1621621549129486,0.4,False,True,0.7171239852905273,0.43500585894856747,0.28500585894856745,143,5,123,0,0.9609,0.8359
8,0.2483,0.24761751294136047,0.0033512051951012367,128,0.2500823140144348,0.004116794094443321,0.3998223543167114,0.14973999559879303,0.1565544158220291,0.2410714328289032,112,0.05582795292139053,0.02716037631034851,0.9317387938499451,3.3676626682281494,2.732603073120117,0.6054052114486694,3.9107143878936768,0.6160714030265808,0.7053571343421936,0.7589285969734192,0.0625,0.1785714328289032,0.48148148148148145,False,True,0.715798556804657,0.43597093708283213,0.2859709370828321,143,0,128,0,1.0,0.8438
9,0.2793,0.25035524368286133,0.0035789911596566526,128,0.26414406299591064,0.004519394598901272,0.39789143204689026,0.13374736905097961,0.17944730818271637,0.2982456088066101,114,0.052379168570041656,0.035156309604644775,0.9562989473342896,3.386772632598877,2.7902791500091553,0.598099946975708,3.964912176132202,0.6315789222717285,0.7543859481811523,0.7456140518188477,0.061403509229421616,0.19298245012760162,0.5,False,True,0.7289660573005676,0.43609021145373444,0.2860902114537344,157,14,114,0,0.8906,0.8281
