arm,epoch,slot,decode,hit_counts,last_write_seq,usage,n_records,is_contra_fork,is_stale_superseded,is_current_fork,is_merge_candidate,role
stale,1,4,0,2,132,2.0,2,0,0,0,0,clean
stale,1,5,0,2,133,2.0,2,0,0,0,0,clean
stale,1,6,0,2,134,2.0,2,0,0,0,0,clean
stale,1,7,0,2,135,2.0,2,0,0,0,0,clean
stale,1,8,0,2,136,2.0,2,0,0,0,0,clean
stale,1,9,0,2,137,2.0,2,0,0,0,0,clean
stale,1,10,0,2,138,2.0,2,0,0,0,0,clean
stale,1,11,0,2,139,2.0,2,0,0,0,0,clean
stale,1,12,0,2,140,2.0,2,0,0,0,0,clean
stale,1,13,0,2,141,2.0,2,0,0,0,0,clean
stale,1,14,0,2,142,2.0,2,0,0,0,0,clean
stale,1,15,0,2,143,2.0,2,0,0,0,0,clean
stale,1,16,0,2,144,2.0,2,0,0,0,0,clean
stale,1,17,0,2,145,2.0,2,0,0,0,0,clean
stale,1,18,0,2,146,2.0,2,0,0,0,0,clean
stale,1,19,0,2,147,2.0,2,0,0,0,0,clean
stale,1,20,0,2,148,2.0,2,0,0,0,0,clean
stale,1,21,0,2,149,2.0,2,0,0,0,0,clean
stale,1,22,0,2,150,2.0,2,0,0,0,0,clean
stale,1,23,0,2,151,2.0,2,0,0,0,0,clean
stale,1,24,0,2,152,2.0,2,0,0,0,0,clean
stale,1,25,0,2,153,2.0,2,0,0,0,0,clean
stale,1,26,0,2,154,2.0,2,0,0,0,0,clean
stale,1,27,0,2,155,2.0,2,0,0,0,0,clean
stale,1,28,0,2,156,2.0,2,0,0,0,0,clean
stale,1,29,0,2,157,2.0,2,0,0,0,0,clean
stale,1,30,0,2,158,2.0,2,0,0,0,0,clean
stale,1,31,0,2,159,2.0,2,0,0,0,0,clean
stale,1,32,1,2,160,2.0,2,0,0,0,0,clean
stale,1,33,1,2,161,2.0,2,0,0,0,0,clean
stale,1,34,1,2,162,2.0,2,0,0,0,0,clean
stale,1,35,1,2,163,2.0,2,0,0,0,0,clean
stale,1,36,1,2,164,2.0,2,0,0,0,0,clean
stale,1,37,1,2,165,2.0,2,0,0,0,0,clean
stale,1,38,1,2,166,2.0,2,0,0,0,0,clean
stale,1,39,1,2,167,2.0,2,0,0,0,0,clean
stale,1,40,1,2,168,2.0,2,0,0,0,0,clean
stale,1,41,1,2,169,2.0,2,0,0,0,0,clean
stale,1,42,1,2,170,2.0,2,0,0,0,0,clean
stale,1,43,1,2,171,2.0,2,0,0,0,0,clean
stale,1,44,1,2,172,2.0,2,0,0,0,0,clean
stale,1,45,1,2,173,2.0,2,0,0,0,0,clean
stale,1,46,1,2,174,2.0,2,0,0,0,0,clean
stale,1,47,1,2,175,2.0,2,0,0,0,0,clean
stale,1,48,1,2,176,2.0,2,0,0,0,0,clean
stale,1,49,1,2,177,2.0,2,0,0,0,0,clean
stale,1,50,1,2,178,2.0,2,0,0,0,0,clean
stale,1,51,1,2,179,2.0,2,0,0,0,0,clean
stale,1,52,1,2,180,2.0,2,0,0,0,0,clean
stale,1,53,1,2,181,2.0,2,0,0,0,0,clean
stale,1,54,1,2,182,2.0,2,0,0,0,0,clean
stale,1,55,1,2,183,2.0,2,0,0,0,0,clean
stale,1,56,1,2,184,2.0,2,0,0,0,0,clean
stale,1,57,1,2,185,2.0,2,0,0,0,0,clean
stale,1,58,1,2,186,2.0,2,0,0,0,0,clean
stale,1,59,1,2,187,2.0,2,0,0,0,0,clean
stale,1,60,1,2,188,2.0,2,0,0,0,0,clean
stale,1,61,1,2,189,2.0,2,0,0,0,0,clean
stale,1,62,1,2,190,2.0,2,0,0,0,0,clean
stale,1,63,1,2,191,2.0,2,0,0,0,0,clean
stale,1,64,2,2,192,2.0,2,0,0,0,0,clean
stale,1,65,2,2,193,2.0,2,0,0,0,0,clean
stale,1,66,2,2,194,2.0,2,0,0,0,0,clean
stale,1,67,2,2,195,2.0,2,0,0,0,0,clean
stale,1,68,2,2,196,2.0,2,0,0,0,0,clean
stale,1,69,2,2,197,2.0,2,0,0,0,0,clean
stale,1,70,2,2,198,2.0,2,0,0,0,0,clean
stale,1,71,2,2,199,2.0,2,0,0,0,0,clean
stale,1,72,2,2,200,2.0,2,0,0,0,0,clean
stale,1,73,2,2,201,2.0,2,0,0,0,0,clean
stale,1,74,2,2,202,2.0,2,0,0,0,0,clean
stale,1,75,2,2,203,2.0,2,0,0,0,0,clean
stale,1,76,2,2,204,2.0,2,0,0,0,0,clean
stale,1,77,2,2,205,2.0,2,0,0,0,0,clean
stale,1,78,2,2,206,2.0,2,0,0,0,0,clean
stale,1,79,2,2,207,2.0,2,0,0,0,0,clean
stale,1,80,2,2,208,2.0,2,0,0,0,0,clean
stale,1,81,2,2,209,2.0,2,0,0,0,0,clean
stale,1,82,2,2,210,2.0,2,0,0,0,0,clean
stale,1,83,2,2,211,2.0,2,0,0,0,0,clean
stale,1,84,2,2,212,2.0,2,0,0,0,0,clean
stale,1,85,2,2,213,2.0,2,0,0,0,0,clean
stale,1,86,2,2,214,2.0,2,0,0,0,0,clean
stale,1,87,2,2,215,2.0,2,0,0,0,0,clean
stale,1,88,2,2,216,2.0,2,0,0,0,0,clean
stale,1,89,2,2,217,2.0,2,0,0,0,0,clean
stale,1,90,2,2,218,2.0,2,0,0,0,0,clean
stale,1,91,2,2,219,2.0,2,0,0,0,0,clean
stale,1,92,2,2,220,2.0,2,0,0,0,0,clean
stale,1,93,2,2,221,2.0,2,0,0,0,0,clean
stale,1,94,2,2,222,2.0,2,0,0,0,0,clean
stale,1,95,2,2,223,2.0,2,0,0,0,0,clean
stale,1,96,3,2,224,2.0,2,0,0,0,0,clean
stale,1,97,3,2,225,2.0,2,0,0,0,0,clean
stale,1,98,3,2,226,2.0,2,0,0,0,0,clean
stale,1,99,3,2,227,2.0,2,0,0,0,0,clean
stale,1,100,3,2,228,2.0,2,0,0,0,0,clean
stale,1,101,3,2,229,2.0,2,0,0,0,0,clean
stale,1,102,3,2,230,2.0,2,0,0,0,0,clean
stale,1,103,3,2,231,2.0,2,0,0,0,0,clean
stale,1,104,3,2,232,2.0,2,0,0,0,0,clean
stale,1,105,3,2,233,2.0,2,0,0,0,0,clean
stale,1,106,3,2,234,2.0,2,0,0,0,0,clean
stale,1,107,3,2,235,2.0,2,0,0,0,0,clean
stale,1,108,3,2,236,2.0,2,0,0,0,0,clean
stale,1,109,3,2,237,2.0,2,0,0,0,0,clean
stale,1,110,3,2,238,2.0,2,0,0,0,0,clean
stale,1,111,3,2,239,2.0,2,0,0,0,0,clean
stale,1,112,3,2,240,2.0,2,0,0,0,0,clean
stale,1,113,3,2,241,2.0,2,0,0,0,0,clean
stale,1,114,3,2,242,2.0,2,0,0,0,0,clean
stale,1,115,3,2,243,2.0,2,0,0,0,0,clean
stale,1,116,3,2,244,2.0,2,0,0,0,0,clean
stale,1,117,3,2,245,2.0,2,0,0,0,0,clean
stale,1,118,3,2,246,2.0,2,0,0,0,0,clean
stale,1,119,3,2,247,2.0,2,0,0,0,0,clean
stale,1,120,3,2,248,2.0,2,0,0,0,0,clean
stale,1,121,3,2,249,2.0,2,0,0,0,0,clean
stale,1,122,3,2,250,2.0,2,0,0,0,0,clean
stale,1,123,3,2,251,2.0,2,0,0,0,0,clean
stale,1,124,3,2,252,2.0,2,0,0,0,0,clean
stale,1,125,3,2,253,2.0,2,0,0,0,0,clean
stale,1,126,3,2,254,2.0,2,0,0,0,0,clean
stale,1,127,3,2,255,2.0,2,0,0,0,0,clean
stale,2,0,0,3,256,3.0,3,0,0,0,0,clean
stale,2,1,0,3,257,3.0,3,0,0,0,0,clean
stale,2,2,0,3,258,3.0,3,0,0,0,0,clean
stale,2,3,0,3,259,3.0,3,0,0,0,0,clean
stale,2,4,0,3,260,3.0,3,0,0,0,0,clean
stale,2,5,0,3,261,3.0,3,0,0,0,0,clean
stale,2,6,0,3,262,3.0,3,0,0,0,0,clean
stale,2,7,0,3,263,3.0,3,0,0,0,0,clean
stale,2,8,0,3,264,3.0,3,0,0,0,0,clean
stale,2,9,0,3,265,3.0,3,0,0,0,0,clean
stale,2,10,0,3,266,3.0,3,0,0,0,0,clean
stale,2,11,0,3,267,3.0,3,0,0,0,0,clean
stale,2,12,0,3,268,3.0,3,0,0,0,0,clean
stale,2,13,0,3,269,3.0,3,0,0,0,0,clean
stale,2,14,0,3,270,3.0,3,0,0,0,0,clean
stale,2,15,0,3,271,3.0,3,0,0,0,0,clean
stale,2,16,0,3,272,3.0,3,0,0,0,0,clean
stale,2,17,0,3,273,3.0,3,0,0,0,0,clean
stale,2,18,0,3,274,3.0,3,0,0,0,0,clean
stale,2,19,0,3,275,3.0,3,0,0,0,0,clean
stale,2,20,0,3,276,3.0,3,0,0,0,0,clean
stale,2,21,0,3,277,3.0,3,0,0,0,0,clean
stale,2,22,0,3,278,3.0,3,0,0,0,0,clean
stale,2,23,0,3,279,3.0,3,0,0,0,0,clean
stale,2,24,0,3,280,3.0,3,0,0,0,0,clean
stale,2,25,0,3,281,3.0,3,0,0,0,0,clean
stale,2,26,0,3,282,3.0,3,0,0,0,0,clean
stale,2,27,0,3,283,3.0,3,0,0,0,0,clean
stale,2,28,0,3,284,3.0,3,0,0,0,0,clean
stale,2,29,0,3,285,3.0,3,0,0,0,0,clean
stale,2,30,0,3,286,3.0,3,0,0,0,0,clean
stale,2,31,0,3,287,3.0,3,0,0,0,0,clean
stale,2,32,1,3,288,3.0,3,0,0,0,0,clean
stale,2,33,1,3,289,3.0,3,0,0,0,0,clean
stale,2,34,1,3,290,3.0,3,0,0,0,0,clean
stale,2,35,1,3,291,3.0,3,0,0,0,0,clean
stale,2,36,1,3,292,3.0,3,0,0,0,0,clean
stale,2,37,1,3,293,3.0,3,0,0,0,0,clean
stale,2,38,1,3,294,3.0,3,0,0,0,0,clean
stale,2,39,1,3,295,3.0,3,0,0,0,0,clean
stale,2,40,1,3,296,3.0,3,0,0,0,0,clean
stale,2,41,1,3,297,3.0,3,0,0,0,0,clean
stale,2,42,1,3,298,3.0,3,0,0,0,0,clean
stale,2,43,1,3,299,3.0,3,0,0,0,0,clean
stale,2,44,1,3,300,3.0,3,0,0,0,0,clean
stale,2,45,1,3,301,3.0,3,0,0,0,0,clean
stale,2,46,1,3,302,3.0,3,0,0,0,0,clean
stale,2,47,1,3,303,3.0,3,0,0,0,0,clean
stale,2,48,1,3,304,3.0,3,0,0,0,0,clean
stale,2,49,1,3,305,3.0,3,0,0,0,0,clean
stale,2,50,1,3,306,3.0,3,0,0,0,0,clean
stale,2,51,1,3,307,3.0,3,0,0,0,0,clean
stale,2,52,1,3,308,3.0,3,0,0,0,0,clean
stale,2,53,1,3,309,3.0,3,0,0,0,0,clean
stale,2,54,1,3,310,3.0,3,0,0,0,0,clean
stale,2,55,1,3,311,3.0,3,0,0,0,0,clean
stale,2,56,1,3,312,3.0,3,0,0,0,0,clean
stale,2,57,1,3,313,3.0,3,0,0,0,0,clean
stale,2,58,1,3,314,3.0,3,0,0,0,0,clean
stale,2,59,1,3,315,3.0,3,0,0,0,0,clean
stale,2,60,1,3,316,3.0,3,0,0,0,0,clean
stale,2,61,1,3,317,3.0,3,0,0,0,0,clean
stale,2,62,1,3,318,3.0,3,0,0,0,0,clean
stale,2,63,1,3,319,3.0,3,0,0,0,0,clean
stale,2,64,2,3,320,3.0,3,0,0,0,0,clean
stale,2,65,2,3,321,3.0,3,0,0,0,0,clean
stale,2,66,2,3,322,3.0,3,0,0,0,0,clean
stale,2,67,2,3,323,3.0,3,0,0,0,0,clean
stale,2,68,2,3,324,3.0,3,0,0,0,0,clean
stale,2,69,2,3,325,3.0,3,0,0,0,0,clean
stale,2,70,2,3,326,3.0,3,0,0,0,0,clean
stale,2,71,2,3,327,3.0,3,0,0,0,0,clean
stale,2,72,2,3,328,3.0,3,0,0,0,0,clean
stale,2,73,2,3,329,3.0,3,0,0,0,0,clean
stale,2,74,2,3,330,3.0,3,0,0,0,0,clean
stale,2,75,2,3,331,3.0,3,0,0,0,0,clean
stale,2,76,2,3,332,3.0,3,0,0,0,0,clean
stale,2,77,2,3,333,3.0,3,0,0,0,0,clean
stale,2,78,2,3,334,3.0,3,0,0,0,0,clean
stale,2,79,2,3,335,3.0,3,0,0,0,0,clean
stale,2,80,2,3,336,3.0,3,0,0,0,0,clean
stale,2,81,2,3,337,3.0,3,0,0,0,0,clean
stale,2,82,2,3,338,3.0,3,0,0,0,0,clean
stale,2,83,2,3,339,3.0,3,0,0,0,0,clean
stale,2,84,2,3,340,3.0,3,0,0,0,0,clean
stale,2,85,2,3,341,3.0,3,0,0,0,0,clean
stale,2,86,2,3,342,3.0,3,0,0,0,0,clean
stale,2,87,2,3,343,3.0,3,0,0,0,0,clean
stale,2,88,2,3,344,3.0,3,0,0,0,0,clean
stale,2,89,2,3,345,3.0,3,0,0,0,0,clean
stale,2,90,2,3,346,3.0,3,0,0,0,0,clean
stale,2,91,2,3,347,3.0,3,0,0,0,0,clean
stale,2,92,2,3,348,3.0,3,0,0,0,0,clean
stale,2,93,2,3,349,3.0,3,0,0,0,0,clean
stale,2,94,2,3,350,3.0,3,0,0,0,0,clean
stale,2,95,2,3,351,3.0,3,0,0,0,0,clean
stale,2,96,3,3,352,3.0,3,0,0,0,0,clean
stale,2,97,3,3,353,3.0,3,0,0,0,0,clean
stale,2,98,3,3,354,3.0,3,0,0,0,0,clean
stale,2,99,3,3,355,3.0,3,0,0,0,0,clean
stale,2,100,3,3,356,3.0,3,0,0,0,0,clean
stale,2,101,3,3,357,3.0,3,0,0,0,0,clean
stale,2,102,3,3,358,3.0,3,0,0,0,0,clean
stale,2,103,3,3,359,3.0,3,0,0,0,0,clean
stale,2,104,3,3,360,3.0,3,0,0,0,0,clean
stale,2,105,3,3,361,3.0,3,0,0,0,0,clean
stale,2,106,3,3,362,3.0,3,0,0,0,0,clean
stale,2,107,3,3,363,3.0,3,0,0,0,0,clean
stale,2,108,3,3,364,3.0,3,0,0,0,0,clean
stale,2,109,3,3,365,3.0,3,0,0,0,0,clean
stale,2,110,3,3,366,3.0,3,0,0,0,0,clean
stale,2,111,3,3,367,3.0,3,0,0,0,0,clean
stale,2,112,3,3,368,3.0,3,0,0,0,0,clean
stale,2,113,3,3,369,3.0,3,0,0,0,0,clean
stale,2,114,3,3,370,3.0,3,0,0,0,0,clean
stale,2,115,3,3,371,3.0,3,0,0,0,0,clean
stale,2,116,3,3,372,3.0,3,0,0,0,0,clean
stale,2,117,3,3,373,3.0,3,0,0,0,0,clean
stale,2,118,3,3,374,3.0,3,0,0,0,0,clean
stale,2,119,3,3,375,3.0,3,0,0,0,0,clean
stale,2,120,3,3,376,3.0,3,0,0,0,0,clean
stale,2,121,3,3,377,3.0,3,0,0,0,0,clean
stale,2,122,3,3,378,3.0,3,0,0,0,0,clean
stale,2,123,3,3,379,3.0,3,0,0,0,0,clean
stale,2,124,3,3,380,3.0,3,0,0,0,0,clean
stale,2,125,3,3,381,3.0,3,0,0,0,0,clean
stale,2,126,3,3,382,3.0,3,0,0,0,0,clean
stale,2,127,3,3,383,3.0,3,0,0,0,0,clean
stale,3,0,0,4,384,4.0,4,0,0,0,0,clean
stale,3,1,0,4,385,4.0,4,0,0,0,0,clean
stale,3,2,0,4,386,4.0,4,0,0,0,0,clean
stale,3,3,0,4,387,4.0,4,0,0,0,0,clean
stale,3,4,0,4,388,4.0,4,0,0,0,0,clean
stale,3,5,0,4,389,4.0,4,0,0,0,0,clean
stale,3,6,0,4,390,4.0,4,0,0,0,0,clean
stale,3,7,0,4,391,4.0,4,0,0,0,0,clean
stale,3,8,0,4,392,4.0,4,0,0,0,0,clean
stale,3,9,0,4,393,4.0,4,0,0,0,0,clean
stale,3,10,0,4,394,4.0,4,0,0,0,0,clean
stale,3,11,0,4,395,4.0,4,0,0,0,0,clean
stale,3,12,0,4,396,4.0,4,0,0,0,0,clean
stale,3,13,0,4,397,4.0,4,0,0,0,0,clean
stale,3,14,0,4,398,4.0,4,0,0,0,0,clean
stale,3,15,0,4,399,4.0,4,0,0,0,0,clean
stale,3,16,0,4,400,4.0,4,0,0,0,0,clean
stale,3,17,0,4,401,4.0,4,0,0,0,0,clean
stale,3,18,0,4,402,4.0,4,0,0,0,0,clean
stale,3,19,0,4,403,4.0,4,0,0,0,0,clean
stale,3,20,0,4,404,4.0,4,0,0,0,0,clean
stale,3,21,0,4,405,4.0,4,0,0,0,0,clean
stale,3,22,0,4,406,4.0,4,0,0,0,0,clean
stale,3,23,0,4,407,4.0,4,0,0,0,0,clean
stale,3,24,0,4,408,4.0,4,0,0,0,0,clean
stale,3,25,0,4,409,4.0,4,0,0,0,0,clean
stale,3,26,0,4,410,4.0,4,0,0,0,0,clean
stale,3,27,0,4,411,4.0,4,0,0,0,0,clean
stale,3,28,0,4,412,4.0,4,0,0,0,0,clean
stale,3,29,0,4,413,4.0,4,0,0,0,0,clean
stale,3,30,0,4,414,4.0,4,0,0,0,0,clean
stale,3,31,0,4,415,4.0,4,0,0,0,0,clean
stale,3,32,1,4,416,4.0,4,0,0,0,0,clean
stale,3,33,1,4,417,4.0,4,0,0,0,0,clean
stale,3,34,1,4,418,4.0,4,0,0,0,0,clean
stale,3,35,1,4,419,4.0,4,0,0,0,0,clean
stale,3,36,1,4,420,4.0,4,0,0,0,0,clean
stale,3,37,1,4,421,4.0,4,0,0,0,0,clean
stale,3,38,1,4,422,4.0,4,0,0,0,0,clean
stale,3,39,1,4,423,4.0,4,0,0,0,0,clean
stale,3,40,1,4,424,4.0,4,0,0,0,0,clean
stale,3,41,1,4,425,4.0,4,0,0,0,0,clean
stale,3,42,1,4,426,4.0,4,0,0,0,0,clean
stale,3,43,1,4,427,4.0,4,0,0,0,0,clean
stale,3,44,1,4,428,4.0,4,0,0,0,0,clean
stale,3,45,1,4,429,4.0,4,0,0,0,0,clean
stale,3,46,1,4,430,4.0,4,0,0,0,0,clean
stale,3,47,1,4,431,4.0,4,0,0,0,0,clean
stale,3,48,1,4,432,4.0,4,0,0,0,0,clean
stale,3,49,1,4,433,4.0,4,0,0,0,0,clean
stale,3,50,1,4,434,4.0,4,0,0,0,0,clean
stale,3,51,1,4,435,4.0,4,0,0,0,0,clean
stale,3,52,1,4,436,4.0,4,0,0,0,0,clean
stale,3,53,1,4,437,4.0,4,0,0,0,0,clean
stale,3,54,1,4,438,4.0,4,0,0,0,0,clean
stale,3,55,1,4,439,4.0,4,0,0,0,0,clean
stale,3,56,1,4,440,4.0,4,0,0,0,0,clean
stale,3,57,1,4,441,4.0,4,0,0,0,0,clean
stale,3,58,1,4,442,4.0,4,0,0,0,0,clean
stale,3,59,1,4,443,4.0,4,0,0,0,0,clean
stale,3,60,1,4,444,4.0,4,0,0,0,0,clean
stale,3,61,1,4,445,4.0,4,0,0,0,0,clean
stale,3,62,1,4,446,4.0,4,0,0,0,0,clean
stale,3,63,1,4,447,4.0,4,0,0,0,0,clean
stale,3,64,2,4,448,4.0,4,0,0,0,0,clean
stale,3,65,2,4,449,4.0,4,0,0,0,0,clean
stale,3,66,2,4,450,4.0,4,0,0,0,0,clean
stale,3,67,2,4,451,4.0,4,0,0,0,0,clean
stale,3,68,2,4,452,4.0,4,0,0,0,0,clean
stale,3,69,2,4,453,4.0,4,0,0,0,0,clean
stale,3,70,2,4,454,4.0,4,0,0,0,0,clean
stale,3,71,2,4,455,4.0,4,0,0,0,0,clean
stale,3,72,2,4,456,4.0,4,0,0,0,0,clean
stale,3,73,2,4,457,4.0,4,0,0,0,0,clean
stale,3,74,2,4,458,4.0,4,0,0,0,0,clean
stale,3,75,2,4,459,4.0,4,0,0,0,0,clean
stale,3,76,2,4,460,4.0,4,0,0,0,0,clean
stale,3,77,2,4,461,4.0,4,0,0,0,0,clean
