candidate_slot,candidate_class,n_queries,mean_delta,sum_positive,sum_negative,sum_zero,mean_rank,stage_mode
4502,52,1,0.0,0,0,1,96.0,rerank_drop
4503,52,4,0.0,0,0,4,85.5,rerank_drop
4507,52,1,0.0,0,0,1,91.0,rerank_drop
4509,52,1,0.0,0,0,1,28.0,rerank_drop
4511,52,3,0.0,0,0,3,76.33333333333333,rerank_drop
4512,52,7,0.0,0,0,7,83.57142857142857,rerank_drop
4513,52,32,0.0,0,0,32,82.375,rerank_drop
4515,52,15,0.0,0,0,15,79.46666666666667,rerank_drop
4517,52,1,0.0,0,0,1,31.0,rerank_drop
4518,52,2,0.0,0,0,2,80.0,rerank_drop
4520,52,13,0.0,0,0,13,83.15384615384616,rerank_drop
4523,52,17,0.0,0,0,17,84.17647058823529,rerank_drop
4524,52,3,0.0,0,0,3,91.66666666666667,rerank_drop
4526,52,3,0.0,0,0,3,85.66666666666667,rerank_drop
4527,52,6,0.0,0,0,6,75.5,rerank_drop
4529,52,6,0.0,0,0,6,85.16666666666667,rerank_drop
4530,53,58,0.0,0,0,58,57.86206896551724,rerank_drop
4531,53,106,0.0,0,0,106,76.73584905660377,rerank_drop
4532,53,151,0.0,0,0,151,63.64900662251656,rerank_drop
4533,53,69,0.0,0,0,69,64.46376811594203,rerank_drop
4534,53,33,0.0,0,0,33,48.09090909090909,rerank_drop
4535,53,61,0.0,0,0,61,58.950819672131146,rerank_drop
4536,53,48,0.0,0,0,48,66.83333333333333,rerank_drop
4537,53,62,0.0,0,0,62,68.12903225806451,rerank_drop
4538,53,111,0.0,0,0,111,66.86486486486487,rerank_drop
4539,53,50,0.0,0,0,50,48.44,rerank_drop
4540,53,83,0.0,0,0,83,65.37349397590361,rerank_drop
4541,53,59,0.0,0,0,59,62.13559322033898,rerank_drop
4542,53,25,0.0,0,0,25,62.88,rerank_drop
4543,53,2,0.0,0,0,2,12.0,csls_survivor
4544,53,36,0.0,0,0,36,54.416666666666664,rerank_drop
4545,53,38,0.0,0,0,38,58.6578947368421,rerank_drop
4546,53,125,0.0,0,0,125,68.728,rerank_drop
4547,53,85,0.0,0,0,85,66.70588235294117,rerank_drop
4548,53,67,0.0,0,0,67,64.59701492537313,rerank_drop
4549,53,31,0.0,0,0,31,41.903225806451616,rerank_drop
4550,53,67,0.0,0,0,67,75.11940298507463,rerank_drop
4551,53,74,0.0,0,0,74,59.351351351351354,rerank_drop
4552,53,63,0.0,0,0,63,58.63492063492063,rerank_drop
4553,53,127,0.0,0,0,127,68.77952755905511,rerank_drop
4554,53,86,0.0,0,0,86,70.90697674418605,rerank_drop
4555,53,34,0.0,0,0,34,63.205882352941174,rerank_drop
4556,53,40,0.0,0,0,40,56.2,rerank_drop
4557,53,29,0.0,0,0,29,56.206896551724135,rerank_drop
4558,53,48,0.0,0,0,48,64.97916666666667,rerank_drop
4559,53,144,0.0,0,0,144,56.27777777777778,rerank_drop
4560,53,25,0.0,0,0,25,67.8,rerank_drop
4561,53,5,0.0,0,0,5,56.6,rerank_drop
4562,53,58,0.0,0,0,58,48.827586206896555,rerank_drop
4563,53,115,0.0,0,0,115,70.63478260869566,rerank_drop
4564,53,33,0.0,0,0,33,51.42424242424242,rerank_drop
4565,53,56,0.0,0,0,56,57.5,rerank_drop
4566,53,138,0.0,0,0,138,62.08695652173913,rerank_drop
4567,53,78,0.0,0,0,78,50.5,rerank_drop
4568,53,26,0.0,0,0,26,51.23076923076923,rerank_drop
4569,53,46,0.0,0,0,46,60.73913043478261,rerank_drop
4570,53,59,0.0,0,0,59,50.0,rerank_drop
4571,53,126,0.0,0,0,126,74.07142857142857,rerank_drop
4572,53,33,0.0,0,0,33,75.6969696969697,rerank_drop
4573,53,28,0.0,0,0,28,56.07142857142857,rerank_drop
4574,53,85,-0.011764705882352941,0,1,84,63.470588235294116,rerank_drop
4575,53,79,0.0,0,0,79,69.0126582278481,rerank_drop
4576,53,76,0.0,0,0,76,74.09210526315789,rerank_drop
4577,53,42,0.0,0,0,42,69.16666666666667,rerank_drop
4578,53,64,0.0,0,0,64,50.59375,rerank_drop
4579,53,42,0.0,0,0,42,49.142857142857146,rerank_drop
4580,53,33,0.0,0,0,33,54.78787878787879,rerank_drop
4581,53,92,0.0,0,0,92,67.68478260869566,rerank_drop
4582,53,43,0.0,0,0,43,45.44186046511628,rerank_drop
4583,53,29,0.0,0,0,29,83.48275862068965,rerank_drop
4584,53,72,0.0,0,0,72,63.47222222222222,rerank_drop
4585,53,38,0.0,0,0,38,43.60526315789474,rerank_drop
4586,53,69,0.0,0,0,69,81.33333333333333,rerank_drop
4587,53,25,0.0,0,0,25,55.12,rerank_drop
4588,53,31,0.0,0,0,31,50.03225806451613,rerank_drop
4589,53,12,0.0,0,0,12,63.25,rerank_drop
4590,53,168,0.0,0,0,168,58.642857142857146,rerank_drop
4591,53,56,0.0,0,0,56,60.339285714285715,rerank_drop
4592,53,37,0.0,0,0,37,47.67567567567568,rerank_drop
4593,53,5,0.0,0,0,5,69.8,rerank_drop
4594,53,45,0.0,0,0,45,63.4,rerank_drop
4595,53,11,0.0,0,0,11,64.9090909090909,rerank_drop
4596,53,67,0.0,0,0,67,54.701492537313435,rerank_drop
4597,53,67,0.0,0,0,67,72.95522388059702,rerank_drop
4598,53,57,0.0,0,0,57,55.771929824561404,rerank_drop
4599,53,89,0.0,0,0,89,74.79775280898876,rerank_drop
4600,53,46,0.0,0,0,46,49.45652173913044,rerank_drop
4601,53,28,0.0,0,0,28,54.92857142857143,rerank_drop
4602,53,24,0.0,0,0,24,67.20833333333333,rerank_drop
4603,53,54,0.0,0,0,54,60.51851851851852,rerank_drop
4604,53,39,0.0,0,0,39,42.35897435897436,rerank_drop
4605,53,53,0.0,0,0,53,57.886792452830186,rerank_drop
4606,53,121,0.0,0,0,121,71.95867768595042,rerank_drop
4607,53,121,0.0,0,0,121,70.54545454545455,rerank_drop
4608,53,24,0.0,0,0,24,60.916666666666664,rerank_drop
4609,53,14,0.0,0,0,14,63.07142857142857,rerank_drop
4610,53,28,0.0,0,0,28,73.92857142857143,rerank_drop
4611,53,57,0.0,0,0,57,73.7719298245614,rerank_drop
4612,53,159,0.0,0,0,159,75.61635220125787,rerank_drop
4613,53,155,0.0,0,0,155,68.63225806451612,rerank_drop
4614,53,52,0.0,0,0,52,70.51923076923077,rerank_drop
4801,55,1,0.0,0,0,1,60.0,rerank_drop
4861,57,1,0.0,0,0,1,98.0,rerank_drop
4884,57,1,0.0,0,0,1,91.0,rerank_drop
4886,57,1,0.0,0,0,1,74.0,rerank_drop
4890,57,1,0.0,0,0,1,29.0,rerank_drop
4894,57,1,0.0,0,0,1,16.0,final_survivor
4895,57,1,0.0,0,0,1,60.0,rerank_drop
4906,57,1,0.0,0,0,1,53.0,rerank_drop
4910,57,1,0.0,0,0,1,25.0,rerank_drop
4912,57,1,0.0,0,0,1,31.0,rerank_drop
4939,57,1,0.0,0,0,1,14.0,final_survivor
4950,57,1,0.0,0,0,1,63.0,final_survivor
5047,58,1,0.0,0,0,1,94.0,rerank_drop
5061,59,1,0.0,0,0,1,99.0,rerank_drop
5084,59,1,0.0,0,0,1,75.0,rerank_drop
5182,60,1,0.0,0,0,1,70.0,rerank_drop
5215,60,1,0.0,0,0,1,80.0,rerank_drop
5248,61,1,0.0,0,0,1,88.0,rerank_drop
5250,61,5,0.0,0,0,5,81.2,rerank_drop
5260,61,2,0.0,0,0,2,76.5,rerank_drop
5264,61,4,0.0,0,0,4,68.5,rerank_drop
5268,61,1,0.0,0,0,1,96.0,rerank_drop
5270,61,2,0.0,0,0,2,93.0,rerank_drop
5274,61,1,0.0,0,0,1,88.0,rerank_drop
5275,61,1,0.0,0,0,1,35.0,rerank_drop
5280,61,2,0.0,0,0,2,90.5,rerank_drop
5282,61,1,0.0,0,0,1,61.0,rerank_drop
5289,61,7,0.0,0,0,7,61.57142857142857,rerank_drop
5291,61,2,0.0,0,0,2,86.5,rerank_drop
5292,61,1,0.0,0,0,1,55.0,rerank_drop
5298,61,2,0.0,0,0,2,49.5,final_survivor
5300,61,3,0.0,0,0,3,74.33333333333333,rerank_drop
5402,63,2,0.0,0,0,2,83.0,rerank_drop
5406,63,2,0.0,0,0,2,61.5,rerank_drop
5407,63,2,0.0,0,0,2,81.5,rerank_drop
5408,63,1,0.0,0,0,1,90.0,rerank_drop
5410,63,2,0.0,0,0,2,56.5,rerank_drop
5411,63,2,0.0,0,0,2,78.0,rerank_drop
5417,63,3,0.0,0,0,3,74.66666666666667,rerank_drop
5418,63,3,0.0,0,0,3,80.0,rerank_drop
5421,63,7,0.0,0,0,7,64.0,rerank_drop
5424,63,3,0.0,0,0,3,65.66666666666667,rerank_drop
5425,63,1,0.0,0,0,1,82.0,rerank_drop
5426,63,3,0.0,0,0,3,75.33333333333333,rerank_drop
5427,63,4,0.0,0,0,4,74.25,rerank_drop
5428,63,2,0.0,0,0,2,95.5,rerank_drop
5429,63,6,0.0,0,0,6,64.16666666666667,rerank_drop
5432,63,4,0.0,0,0,4,58.0,rerank_drop
5436,63,2,0.0,0,0,2,93.0,rerank_drop
5439,63,2,0.0,0,0,2,74.0,rerank_drop
5441,63,2,0.0,0,0,2,87.0,rerank_drop
5444,63,1,0.0,0,0,1,99.0,rerank_drop
5448,63,4,0.0,0,0,4,57.5,rerank_drop
5452,63,3,0.0,0,0,3,85.66666666666667,rerank_drop
5454,63,4,0.0,0,0,4,85.25,rerank_drop
5455,63,5,0.0,0,0,5,62.2,rerank_drop
5456,63,1,0.0,0,0,1,75.0,rerank_drop
5458,63,2,0.0,0,0,2,64.0,rerank_drop
5459,63,3,0.0,0,0,3,73.66666666666667,rerank_drop
5462,63,2,0.0,0,0,2,84.0,rerank_drop
5465,63,1,0.0,0,0,1,95.0,rerank_drop
5470,63,1,0.0,0,0,1,83.0,rerank_drop
5480,63,1,0.0,0,0,1,65.0,rerank_drop
5481,63,1,0.0,0,0,1,89.0,rerank_drop
5484,63,1,0.0,0,0,1,81.0,rerank_drop
5486,63,2,0.0,0,0,2,73.0,rerank_drop
5491,63,4,0.0,0,0,4,66.5,rerank_drop
5492,63,2,0.0,0,0,2,87.0,rerank_drop
5500,63,2,0.0,0,0,2,93.5,rerank_drop
5502,64,1,0.0,0,0,1,78.0,rerank_drop
5504,64,1,0.0,0,0,1,72.0,rerank_drop
5508,64,1,0.0,0,0,1,49.0,rerank_drop
5509,64,1,0.0,0,0,1,87.0,rerank_drop
5511,64,3,0.0,0,0,3,57.0,rerank_drop
5513,64,1,0.0,0,0,1,40.0,rerank_drop
5514,64,1,0.0,0,0,1,68.0,rerank_drop
5518,64,1,0.0,0,0,1,8.0,csls_survivor
5520,64,1,0.0,0,0,1,94.0,rerank_drop
5521,64,5,0.0,0,0,5,79.2,rerank_drop
5522,64,10,0.0,0,0,10,62.2,rerank_drop
5523,64,1,0.0,0,0,1,44.0,rerank_drop
5524,64,4,0.0,0,0,4,74.5,rerank_drop
5525,64,3,0.0,0,0,3,67.0,rerank_drop
5526,64,1,0.0,0,0,1,80.0,rerank_drop
5529,64,1,0.0,0,0,1,89.0,rerank_drop
5532,64,15,0.0,0,0,15,64.33333333333333,rerank_drop
5533,64,1,0.0,0,0,1,98.0,rerank_drop
5534,64,5,0.0,0,0,5,80.2,rerank_drop
5535,64,4,0.0,0,0,4,73.25,rerank_drop
5536,64,6,0.0,0,0,6,61.0,rerank_drop
5543,64,2,0.0,0,0,2,51.5,csls_survivor
5544,64,3,0.0,0,0,3,49.666666666666664,rerank_drop
5546,64,4,0.0,0,0,4,63.0,rerank_drop
5547,64,1,0.0,0,0,1,58.0,rerank_drop
5548,64,1,0.0,0,0,1,65.0,rerank_drop
5553,64,1,0.0,0,0,1,88.0,rerank_drop
5555,64,2,0.0,0,0,2,33.5,csls_survivor
5558,64,1,0.0,0,0,1,96.0,rerank_drop
5562,64,1,0.0,0,0,1,51.0,rerank_drop
5564,64,2,0.0,0,0,2,63.0,rerank_drop
5565,64,1,0.0,0,0,1,85.0,rerank_drop
5567,64,1,0.0,0,0,1,15.0,csls_survivor
5568,64,2,0.0,0,0,2,37.5,final_survivor
5570,64,26,0.0,0,0,26,58.88461538461539,rerank_drop
5575,64,1,0.0,0,0,1,52.0,rerank_drop
5576,64,1,0.0,0,0,1,53.0,rerank_drop
5577,64,1,0.0,0,0,1,84.0,rerank_drop
5580,64,20,0.0,0,0,20,56.0,rerank_drop
5582,64,1,0.0,0,0,1,54.0,rerank_drop
5583,64,7,0.0,0,0,7,67.0,rerank_drop
5584,64,2,0.0,0,0,2,55.5,rerank_drop
5586,64,5,0.0,0,0,5,89.4,rerank_drop
5588,64,5,0.0,0,0,5,74.6,rerank_drop
5592,64,1,0.0,0,0,1,31.0,rerank_drop
5596,64,1,0.0,0,0,1,23.0,csls_survivor
5597,64,1,0.0,0,0,1,67.0,rerank_drop
5602,65,2,0.0,0,0,2,56.5,rerank_drop
5603,65,2,0.0,0,0,2,95.5,rerank_drop
5605,65,1,0.0,0,0,1,97.0,rerank_drop
5606,65,2,0.0,0,0,2,37.5,rerank_drop
5607,65,1,0.0,0,0,1,82.0,rerank_drop
5608,65,1,0.0,0,0,1,75.0,rerank_drop
5610,65,1,0.0,0,0,1,50.0,rerank_drop
5611,65,1,0.0,0,0,1,59.0,rerank_drop
5612,65,1,0.0,0,0,1,55.0,rerank_drop
5613,65,2,0.0,0,0,2,37.0,rerank_drop
5615,65,2,0.0,0,0,2,69.0,rerank_drop
5616,65,1,0.0,0,0,1,87.0,rerank_drop
5619,65,2,0.0,0,0,2,53.5,rerank_drop
5620,65,3,0.0,0,0,3,51.333333333333336,rerank_drop
5623,65,2,0.0,0,0,2,48.5,final_survivor
5624,65,1,0.0,0,0,1,41.0,rerank_drop
5625,65,2,0.0,0,0,2,48.5,final_survivor
5630,65,2,0.0,0,0,2,45.5,rerank_drop
5632,65,1,0.0,0,0,1,53.0,rerank_drop
5633,65,1,0.0,0,0,1,47.0,rerank_drop
5634,65,1,0.0,0,0,1,73.0,rerank_drop
5635,65,1,0.0,0,0,1,47.0,rerank_drop
5636,65,2,0.0,0,0,2,65.0,rerank_drop
5638,65,2,0.0,0,0,2,44.0,rerank_drop
5642,65,2,0.0,0,0,2,52.0,rerank_drop
5644,65,1,0.0,0,0,1,61.0,rerank_drop
5649,65,1,0.0,0,0,1,89.0,rerank_drop
5651,65,1,0.0,0,0,1,90.0,rerank_drop
5652,65,1,0.0,0,0,1,83.0,rerank_drop
5653,65,1,0.0,0,0,1,67.0,rerank_drop
5656,65,2,0.0,0,0,2,47.5,rerank_drop
5658,65,1,0.0,0,0,1,49.0,rerank_drop
5659,65,1,0.0,0,0,1,77.0,rerank_drop
5660,65,1,0.0,0,0,1,71.0,rerank_drop
5662,65,1,0.0,0,0,1,81.0,rerank_drop
5663,65,1,0.0,0,0,1,69.0,rerank_drop
5664,65,2,0.0,0,0,2,75.5,rerank_drop
5667,65,1,0.0,0,0,1,74.0,rerank_drop
5668,65,2,0.0,0,0,2,75.0,rerank_drop
5670,65,2,0.0,0,0,2,91.5,rerank_drop
5671,65,1,0.0,0,0,1,64.0,rerank_drop
5673,65,1,0.0,0,0,1,57.0,rerank_drop
5674,65,1,0.0,0,0,1,14.0,csls_survivor
5675,65,1,0.0,0,0,1,45.0,rerank_drop
5676,65,1,0.0,0,0,1,54.0,rerank_drop
5677,65,1,0.0,0,0,1,88.0,rerank_drop
5679,65,1,0.0,0,0,1,92.0,rerank_drop
5682,65,3,0.0,0,0,3,68.33333333333333,rerank_drop
5683,65,1,0.0,0,0,1,65.0,rerank_drop
5691,65,1,0.0,0,0,1,96.0,rerank_drop
5694,65,1,0.0,0,0,1,80.0,rerank_drop
5696,65,1,0.0,0,0,1,91.0,rerank_drop
5697,65,1,0.0,0,0,1,63.0,rerank_drop
5698,65,1,0.0,0,0,1,72.0,rerank_drop
5700,65,2,0.0,0,0,2,60.5,rerank_drop
5702,66,1,0.0,0,0,1,38.0,rerank_drop
5704,66,1,0.0,0,0,1,31.0,final_survivor
5705,66,1,0.0,0,0,1,40.0,rerank_drop
5706,66,1,0.0,0,0,1,42.0,rerank_drop
5707,66,1,0.0,0,0,1,44.0,rerank_drop
5708,66,1,0.0,0,0,1,30.0,rerank_drop
5709,66,1,0.0,0,0,1,53.0,rerank_drop
5710,66,1,0.0,0,0,1,0.0,final_survivor
5711,66,1,0.0,0,0,1,15.0,final_survivor
5712,66,1,0.0,0,0,1,33.0,rerank_drop
5713,66,1,0.0,0,0,1,43.0,rerank_drop
5714,66,1,0.0,0,0,1,23.0,csls_survivor
5715,66,1,0.0,0,0,1,25.0,final_survivor
5716,66,1,0.0,0,0,1,65.0,rerank_drop
5717,66,1,0.0,0,0,1,2.0,final_survivor
5718,66,1,0.0,0,0,1,7.0,final_survivor
5719,66,1,0.0,0,0,1,9.0,final_survivor
5720,66,1,0.0,0,0,1,14.0,final_survivor
5721,66,1,0.0,0,0,1,16.0,final_survivor
5722,66,1,0.0,0,0,1,8.0,final_survivor
5723,66,1,0.0,0,0,1,24.0,final_survivor
5724,66,1,0.0,0,0,1,5.0,final_survivor
5725,66,1,0.0,0,0,1,4.0,final_survivor
5726,66,1,0.0,0,0,1,13.0,final_survivor
5727,66,1,0.0,0,0,1,39.0,rerank_drop
5728,66,1,0.0,0,0,1,11.0,final_survivor
5729,66,1,0.0,0,0,1,56.0,rerank_drop
5730,66,1,0.0,0,0,1,20.0,final_survivor
5731,66,1,0.0,0,0,1,26.0,rerank_drop
5732,66,1,0.0,0,0,1,41.0,rerank_drop
5733,66,1,0.0,0,0,1,28.0,rerank_drop
5734,66,1,0.0,0,0,1,36.0,rerank_drop
5735,66,1,0.0,0,0,1,70.0,rerank_drop
5736,66,1,0.0,0,0,1,50.0,rerank_drop
5737,66,1,0.0,0,0,1,46.0,rerank_drop
5738,66,1,0.0,0,0,1,37.0,rerank_drop
5739,66,1,0.0,0,0,1,57.0,rerank_drop
5740,66,1,0.0,0,0,1,19.0,final_survivor
5741,66,1,0.0,0,0,1,29.0,rerank_drop
5742,66,1,0.0,0,0,1,6.0,final_survivor
5743,66,1,0.0,0,0,1,48.0,rerank_drop
5744,66,1,0.0,0,0,1,52.0,rerank_drop
5745,66,1,0.0,0,0,1,22.0,final_survivor
5746,66,1,0.0,0,0,1,3.0,final_survivor
5747,66,1,0.0,0,0,1,21.0,csls_survivor
5748,66,1,0.0,0,0,1,32.0,rerank_drop
5749,66,1,0.0,0,0,1,12.0,final_survivor
5750,66,1,0.0,0,0,1,27.0,rerank_drop
5751,66,1,0.0,0,0,1,17.0,final_survivor
5752,66,1,0.0,0,0,1,1.0,final_survivor
5753,66,1,0.0,0,0,1,35.0,rerank_drop
5754,66,1,0.0,0,0,1,34.0,rerank_drop
5755,66,1,0.0,0,0,1,47.0,rerank_drop
5756,66,1,0.0,0,0,1,18.0,final_survivor
5757,66,1,0.0,0,0,1,10.0,final_survivor
5758,66,1,0.0,0,0,1,68.0,rerank_drop
5759,66,1,0.0,0,0,1,60.0,rerank_drop
5760,66,1,0.0,0,0,1,99.0,rerank_drop
5761,66,1,0.0,0,0,1,45.0,rerank_drop
5762,66,1,0.0,0,0,1,59.0,rerank_drop
5763,66,1,0.0,0,0,1,51.0,rerank_drop
5764,66,1,0.0,0,0,1,49.0,rerank_drop
5766,67,1,0.0,0,0,1,58.0,rerank_drop
5767,67,1,0.0,0,0,1,76.0,rerank_drop
5768,67,1,0.0,0,0,1,63.0,rerank_drop
5769,67,5,0.0,0,0,5,74.8,rerank_drop
5770,67,2,0.0,0,0,2,73.0,rerank_drop
5771,67,2,0.0,0,0,2,68.0,rerank_drop
5772,67,3,0.0,0,0,3,68.0,rerank_drop
5773,67,1,0.0,0,0,1,88.0,rerank_drop
5774,67,1,0.0,0,0,1,96.0,rerank_drop
5778,67,1,0.0,0,0,1,66.0,rerank_drop
5779,67,1,0.0,0,0,1,60.0,rerank_drop
5780,67,1,0.0,0,0,1,93.0,rerank_drop
5781,67,1,0.0,0,0,1,80.0,rerank_drop
5782,67,2,0.0,0,0,2,66.0,rerank_drop
5785,67,1,0.0,0,0,1,62.0,rerank_drop
5786,67,1,0.0,0,0,1,84.0,rerank_drop
5787,67,1,0.0,0,0,1,79.0,rerank_drop
5788,67,1,0.0,0,0,1,67.0,rerank_drop
5790,67,1,0.0,0,0,1,94.0,rerank_drop
5792,67,1,0.0,0,0,1,72.0,rerank_drop
5793,67,1,0.0,0,0,1,71.0,rerank_drop
5794,67,2,0.0,0,0,2,50.5,rerank_drop
5799,67,1,0.0,0,0,1,69.0,rerank_drop
5802,67,1,0.0,0,0,1,78.0,rerank_drop
5803,67,2,0.0,0,0,2,85.5,rerank_drop
5804,67,1,0.0,0,0,1,98.0,rerank_drop
5805,67,1,0.0,0,0,1,81.0,rerank_drop
5806,67,2,0.0,0,0,2,61.0,rerank_drop
5808,67,1,0.0,0,0,1,88.0,rerank_drop
5809,67,1,0.0,0,0,1,82.0,rerank_drop
5811,67,1,0.0,0,0,1,75.0,rerank_drop
5812,67,5,0.0,0,0,5,67.0,rerank_drop
5814,67,1,0.0,0,0,1,77.0,rerank_drop
5816,67,1,0.0,0,0,1,83.0,rerank_drop
5818,67,2,0.0,0,0,2,87.5,rerank_drop
5822,67,1,0.0,0,0,1,87.0,rerank_drop
5826,67,2,0.0,0,0,2,77.5,rerank_drop
5828,67,1,0.0,0,0,1,91.0,rerank_drop
5829,67,2,0.0,0,0,2,78.5,rerank_drop
5830,67,1,0.0,0,0,1,96.0,rerank_drop
5835,67,1,0.0,0,0,1,87.0,rerank_drop
5838,67,1,0.0,0,0,1,85.0,rerank_drop
5843,67,1,0.0,0,0,1,90.0,rerank_drop
5847,67,1,0.0,0,0,1,58.0,rerank_drop
5848,67,1,0.0,0,0,1,95.0,rerank_drop
5850,67,5,0.0,0,0,5,66.2,rerank_drop
5851,67,1,0.0,0,0,1,84.0,rerank_drop
5852,67,1,0.0,0,0,1,74.0,rerank_drop
5855,67,1,0.0,0,0,1,48.0,rerank_drop
5857,67,1,0.0,0,0,1,50.0,rerank_drop
5863,67,1,0.0,0,0,1,72.0,rerank_drop
5864,67,1,0.0,0,0,1,64.0,rerank_drop
5865,68,2,0.0,0,0,2,69.0,rerank_drop
5868,68,1,0.0,0,0,1,82.0,rerank_drop
5872,68,1,0.0,0,0,1,90.0,rerank_drop
5874,68,1,0.0,0,0,1,86.0,rerank_drop
5875,68,2,0.0,0,0,2,62.5,rerank_drop
5877,68,9,0.0,0,0,9,64.11111111111111,rerank_drop
5878,68,2,0.0,0,0,2,75.0,rerank_drop
5880,68,1,0.0,0,0,1,81.0,rerank_drop
5881,68,3,0.0,0,0,3,63.333333333333336,rerank_drop
5883,68,4,0.0,0,0,4,65.5,rerank_drop
5885,68,2,0.0,0,0,2,79.5,rerank_drop
5886,68,1,0.0,0,0,1,99.0,rerank_drop
5887,68,1,0.0,0,0,1,68.0,rerank_drop
5889,68,1,0.0,0,0,1,92.0,rerank_drop
5890,68,2,0.0,0,0,2,81.5,rerank_drop
5891,68,1,0.0,0,0,1,78.0,rerank_drop
5893,68,2,0.0,0,0,2,79.5,rerank_drop
5897,68,1,0.0,0,0,1,76.0,rerank_drop
5898,68,1,0.0,0,0,1,97.0,rerank_drop
5899,68,9,0.0,0,0,9,72.77777777777777,rerank_drop
5905,68,1,0.0,0,0,1,88.0,rerank_drop
5906,68,5,0.0,0,0,5,70.0,rerank_drop
5908,68,2,0.0,0,0,2,82.0,rerank_drop
5909,68,5,0.0,0,0,5,65.8,rerank_drop
5913,68,1,0.0,0,0,1,76.0,rerank_drop
5914,68,1,0.0,0,0,1,59.0,rerank_drop
5915,68,1,0.0,0,0,1,74.0,rerank_drop
5917,68,4,0.0,0,0,4,71.75,rerank_drop
5920,68,1,0.0,0,0,1,96.0,rerank_drop
5921,68,1,0.0,0,0,1,79.0,rerank_drop
5926,68,7,0.0,0,0,7,64.85714285714286,rerank_drop
5927,68,5,0.0,0,0,5,61.6,rerank_drop
5931,68,1,0.0,0,0,1,56.0,rerank_drop
5934,68,1,0.0,0,0,1,87.0,rerank_drop
5938,68,1,0.0,0,0,1,71.0,rerank_drop
5939,68,1,0.0,0,0,1,83.0,rerank_drop
5943,68,7,0.0,0,0,7,58.857142857142854,rerank_drop
5948,68,2,0.0,0,0,2,87.5,rerank_drop
5954,68,1,0.0,0,0,1,85.0,rerank_drop
5957,68,26,0.0,0,0,26,56.61538461538461,rerank_drop
5963,68,6,0.0,0,0,6,76.5,rerank_drop
5965,69,6,0.0,0,0,6,73.16666666666667,rerank_drop
5966,69,10,0.0,0,0,10,59.4,rerank_drop
5967,69,1,0.0,0,0,1,65.0,rerank_drop
5968,69,1,0.0,0,0,1,91.0,rerank_drop
5970,69,1,0.0,0,0,1,60.0,rerank_drop
5971,69,7,0.0,0,0,7,68.71428571428571,rerank_drop
5972,69,1,0.0,0,0,1,63.0,rerank_drop
5973,69,5,0.0,0,0,5,71.8,rerank_drop
5974,69,7,0.0,0,0,7,73.71428571428571,rerank_drop
5976,69,2,0.0,0,0,2,62.5,rerank_drop
5977,69,5,0.0,0,0,5,62.2,rerank_drop
5978,69,1,0.0,0,0,1,97.0,rerank_drop
5982,69,1,0.0,0,0,1,73.0,rerank_drop
5984,69,14,0.0,0,0,14,53.642857142857146,rerank_drop
6205,72,1,0.0,0,0,1,47.0,rerank_drop
6226,72,1,0.0,0,0,1,31.0,rerank_drop
6373,74,2,0.0,0,0,2,75.5,rerank_drop
6392,75,1,0.0,0,0,1,47.0,rerank_drop
6393,75,1,0.0,0,0,1,98.0,rerank_drop
6396,75,1,0.0,0,0,1,54.0,rerank_drop
6397,75,1,0.0,0,0,1,81.0,rerank_drop
6398,75,1,0.0,0,0,1,31.0,rerank_drop
6399,75,1,0.0,0,0,1,62.0,rerank_drop
6400,75,1,0.0,0,0,1,24.0,csls_survivor
6402,75,1,0.0,0,0,1,59.0,rerank_drop
6404,75,1,0.0,0,0,1,88.0,rerank_drop
6405,75,1,0.0,0,0,1,91.0,rerank_drop
6406,75,1,0.0,0,0,1,30.0,rerank_drop
6407,75,1,0.0,0,0,1,75.0,rerank_drop
6409,75,1,0.0,0,0,1,1.0,final_survivor
6413,75,1,0.0,0,0,1,92.0,rerank_drop
6414,75,1,0.0,0,0,1,69.0,rerank_drop
6415,75,1,0.0,0,0,1,53.0,rerank_drop
6416,75,1,0.0,0,0,1,84.0,rerank_drop
6417,75,1,0.0,0,0,1,13.0,final_survivor
6419,75,1,0.0,0,0,1,44.0,rerank_drop
6421,75,1,0.0,0,0,1,9.0,final_survivor
6423,75,1,0.0,0,0,1,38.0,rerank_drop
6424,75,1,0.0,0,0,1,21.0,final_survivor
6425,75,1,0.0,0,0,1,14.0,csls_survivor
6427,75,1,0.0,0,0,1,97.0,rerank_drop
6431,75,1,0.0,0,0,1,73.0,rerank_drop
6436,75,1,0.0,0,0,1,72.0,rerank_drop
6441,75,1,0.0,0,0,1,5.0,final_survivor
6443,75,1,0.0,0,0,1,36.0,rerank_drop
6444,75,1,0.0,0,0,1,51.0,rerank_drop
6447,75,1,0.0,0,0,1,27.0,final_survivor
6448,75,1,0.0,0,0,1,40.0,rerank_drop
6450,75,1,0.0,0,0,1,45.0,rerank_drop
6451,75,1,0.0,0,0,1,15.0,final_survivor
6454,75,1,0.0,0,0,1,65.0,rerank_drop
6455,75,1,0.0,0,0,1,0.0,final_survivor
6463,75,1,0.0,0,0,1,2.0,final_survivor
6464,75,1,0.0,0,0,1,18.0,csls_survivor
6465,75,1,0.0,0,0,1,63.0,rerank_drop
6466,75,1,0.0,0,0,1,34.0,rerank_drop
6467,75,1,0.0,0,0,1,16.0,csls_survivor
