phase,domain,axis,value,accuracy,n_prototypes,condensation_ratio,training_time_s,proj_dim,nonlinearity,layers,loss_type,triplet_margin,infonce_temp,ms_alpha,ms_beta,ms_base,lr,epochs,mining_strategy,batch_size
3,birds,eval_domain,dogs,82.7506,11928,0.994000,14.075,1024,relu,2,multisim,0.3,0.07,2.0,50.0,0.5,0.001,10,hard,256
3,birds,eval_domain,birds,90.7663,5849,0.975809,14.075,1024,relu,2,multisim,0.3,0.07,2.0,50.0,0.5,0.001,10,hard,256
3,birds,eval_domain,cars,61.3730,8067,0.990545,14.075,1024,relu,2,multisim,0.3,0.07,2.0,50.0,0.5,0.001,10,hard,256
3,birds,eval_domain,aircraft,34.2934,3296,0.988602,14.075,1024,relu,2,multisim,0.3,0.07,2.0,50.0,0.5,0.001,10,hard,256
3,cars,eval_domain,dogs,81.8415,11922,0.993500,18.820,1024,relu,2,multisim,0.3,0.07,2.0,50.0,0.5,0.001,10,semi-hard,256
3,cars,eval_domain,birds,77.2351,5932,0.989656,18.820,1024,relu,2,multisim,0.3,0.07,2.0,50.0,0.5,0.001,10,semi-hard,256
3,cars,eval_domain,cars,89.8271,8090,0.993369,18.820,1024,relu,2,multisim,0.3,0.07,2.0,50.0,0.5,0.001,10,semi-hard,256
3,cars,eval_domain,aircraft,33.5134,3290,0.986803,18.820,1024,relu,2,multisim,0.3,0.07,2.0,50.0,0.5,0.001,10,semi-hard,256
3,aircraft,eval_domain,dogs,82.3776,11924,0.993667,9.028,1024,relu,2,multisim,0.3,0.1,2.0,50.0,0.5,0.001,10,hard,256
3,aircraft,eval_domain,birds,78.0980,5920,0.987654,9.028,1024,relu,2,multisim,0.3,0.1,2.0,50.0,0.5,0.001,10,hard,256
3,aircraft,eval_domain,cars,60.4651,8064,0.990177,9.028,1024,relu,2,multisim,0.3,0.1,2.0,50.0,0.5,0.001,10,hard,256
3,aircraft,eval_domain,aircraft,65.6466,3283,0.984703,9.028,1024,relu,2,multisim,0.3,0.1,2.0,50.0,0.5,0.001,10,hard,256
