arm,epoch,probe_index,rank,slot,sim,surviving,weight,decode
stale-soft,0,0,0,8,0.644001186,1,0.23725149,0
stale-soft,0,0,1,9,0.631368458,1,0.184281722,0
stale-soft,0,0,2,11,0.606228352,1,0.111459777,0
stale-soft,0,0,3,29,0.583915591,1,0.0713365003,0
stale-soft,0,0,4,31,0.582042277,1,0.0687132552,0
stale-soft,0,0,5,60,0.578059733,1,0.0634524748,1
stale-soft,0,0,6,21,0.560017943,1,0.0442322977,0
stale-soft,0,0,7,7,0.555843592,1,0.0406894386,0
stale-soft,0,0,8,1,0.537125826,1,0.0279834513,0
stale-soft,0,0,9,50,0.535060525,1,0.026851099,1
stale-soft,0,0,10,27,0.527525127,1,0.023094615,0
stale-soft,0,0,11,12,0.523475587,1,0.0212979037,0
stale-soft,0,0,12,17,0.523000598,1,0.021096522,0
stale-soft,0,0,13,19,0.516246676,1,0.0184309222,0
stale-soft,0,0,14,23,0.510634363,1,0.016474016,0
stale-soft,0,0,15,41,0.468760908,1,0.00713002775,1
stale-soft,0,0,16,16,0.455745459,1,0.00549591985,0
stale-soft,0,0,17,30,0.455684721,1,0.00548924599,0
stale-soft,0,0,18,113,0.453355014,1,0.00523934932,3
stale-soft,0,0,19,40,0.448106229,0,0,1
stale-soft,0,1,0,3,0.667139411,1,0.5179708,0
stale-soft,0,1,1,6,0.58544755,1,0.101097167,0
stale-soft,0,1,2,13,0.574704409,1,0.081550248,0
stale-soft,0,1,3,12,0.564144492,1,0.0660241395,0
stale-soft,0,1,4,0,0.54246068,1,0.0427917279,0
stale-soft,0,1,5,14,0.519153833,1,0.026848441,0
stale-soft,0,1,6,10,0.518916249,1,0.0267211553,0
stale-soft,0,1,7,15,0.516588569,1,0.0255057011,0
stale-soft,0,1,8,19,0.513076782,1,0.0237757638,0
stale-soft,0,1,9,30,0.499982178,1,0.0182976834,0
stale-soft,0,1,10,5,0.499619335,1,0.0181653872,0
stale-soft,0,1,11,16,0.492279619,1,0.0156852957,0
stale-soft,0,1,12,29,0.486872494,1,0.0140775423,0
stale-soft,0,1,13,24,0.475189567,1,0.0111442311,0
stale-soft,0,1,14,26,0.47146672,1,0.0103446124,0
stale-soft,0,1,15,2,0.435414791,0,0,0
stale-soft,0,1,16,8,0.432730675,0,0,0
stale-soft,0,1,17,17,0.41819194,0,0,0
stale-soft,0,1,18,7,0.412618726,0,0,0
stale-soft,0,1,19,25,0.402241766,0,0,0
stale-soft,0,2,0,30,0.454677045,1,1,0
stale-soft,0,2,1,16,0.442577273,0,0,0
stale-soft,0,2,2,19,0.417105913,0,0,0
stale-soft,0,2,3,21,0.416594148,0,0,0
stale-soft,0,2,4,6,0.375919759,0,0,0
stale-soft,0,2,5,23,0.369875193,0,0,0
stale-soft,0,2,6,7,0.367719233,0,0,0
stale-soft,0,2,7,24,0.360223532,0,0,0
stale-soft,0,2,8,12,0.359952092,0,0,0
stale-soft,0,2,9,29,0.34384048,0,0,0
stale-soft,0,2,10,3,0.338165581,0,0,0
stale-soft,0,2,11,13,0.338101447,0,0,0
stale-soft,0,2,12,14,0.321522713,0,0,0
stale-soft,0,2,13,11,0.319268137,0,0,0
stale-soft,0,2,14,15,0.319090873,0,0,0
stale-soft,0,2,15,10,0.300072789,0,0,0
stale-soft,0,2,16,8,0.291353524,0,0,0
stale-soft,0,2,17,25,0.29020375,0,0,0
stale-soft,0,2,18,5,0.284856707,0,0,0
stale-soft,0,2,19,26,0.281326592,0,0,0
stale-soft,0,3,0,29,0.720859051,1,0.475156695,0
stale-soft,0,3,1,8,0.641423941,1,0.0970224515,0
stale-soft,0,3,2,9,0.63494873,1,0.0852372199,0
stale-soft,0,3,3,15,0.629394889,1,0.076276198,0
stale-soft,0,3,4,6,0.623801768,1,0.0682036951,0
