arm,epoch,event_class,record_tag,record_seq,outcome,pre_sim,payload_cos_incumbent,effective_vigilance,incumbent_slot,incumbent_hit_counts,incumbent_last_write_seq,incumbent_n_records,owner_slot,injected_label
stale-soft,3,supersession,stale2:vision-class0,48,absorbed,1.0,0.6,0.612065,0,3,32,3,0,-1
stale-soft,3,supersession,stale2:vision-class0,49,absorbed,1.0,0.6,0.608872,1,3,33,3,1,-1
stale-soft,3,supersession,stale2:vision-class0,50,absorbed,1.0,0.6,0.612249,2,3,34,3,2,-1
stale-soft,3,supersession,stale2:vision-class0,51,absorbed,1.0,0.6,0.589616,3,3,35,3,3,-1
stale-soft,3,supersession,stale2:vision-class0,52,absorbed,1.0,0.6,0.608635,4,3,36,3,4,-1
stale-soft,3,supersession,stale2:vision-class0,53,absorbed,1.0,0.6,0.609107,5,3,37,3,5,-1
stale-soft,3,supersession,stale2:vision-class0,54,absorbed,1.0,0.6,0.609954,6,3,38,3,6,-1
stale-soft,3,supersession,stale2:vision-class0,55,absorbed,1.0,0.6,0.592535,7,3,39,3,7,-1
stale-soft,3,duplicate-rewrite,clean,56,absorbed,1.0,1.0,0.603281,8,3,40,3,8,-1
stale-soft,3,duplicate-rewrite,clean,57,absorbed,1.0,1.0,0.612249,9,3,41,3,9,-1
stale-soft,3,duplicate-rewrite,clean,58,absorbed,1.0,1.0,0.595308,10,3,42,3,10,-1
stale-soft,3,duplicate-rewrite,clean,59,absorbed,1.0,1.0,0.582509,11,3,43,3,11,-1
stale-soft,3,duplicate-rewrite,clean,60,absorbed,1.0,1.0,0.603684,12,3,44,3,12,-1
stale-soft,3,duplicate-rewrite,clean,61,absorbed,1.0,1.0,0.608251,13,3,45,3,13,-1
stale-soft,3,duplicate-rewrite,clean,62,absorbed,1.0,1.0,0.609918,14,3,46,3,14,-1
stale-soft,3,duplicate-rewrite,clean,63,absorbed,1.0,1.0,0.612065,15,3,47,3,15,-1
stale-soft,4,supersession,stale2:vision-class0,64,absorbed,1.0,0.65362,0.612065,0,4,48,4,0,-1
stale-soft,4,supersession,stale2:vision-class0,65,absorbed,1.0,0.65362,0.608872,1,4,49,4,1,-1
stale-soft,4,supersession,stale2:vision-class0,66,absorbed,1.0,0.65362,0.612249,2,4,50,4,2,-1
stale-soft,4,supersession,stale2:vision-class0,67,absorbed,1.0,0.65362,0.589616,3,4,51,4,3,-1
stale-soft,4,supersession,stale2:vision-class0,68,absorbed,1.0,0.65362,0.608635,4,4,52,4,4,-1
stale-soft,4,supersession,stale2:vision-class0,69,absorbed,1.0,0.65362,0.609107,5,4,53,4,5,-1
stale-soft,4,supersession,stale2:vision-class0,70,absorbed,1.0,0.65362,0.609954,6,4,54,4,6,-1
stale-soft,4,supersession,stale2:vision-class0,71,absorbed,1.0,0.65362,0.592535,7,4,55,4,7,-1
stale-soft,4,duplicate-rewrite,clean,72,absorbed,1.0,1.0,0.603281,8,4,56,4,8,-1
stale-soft,4,duplicate-rewrite,clean,73,absorbed,1.0,1.0,0.612249,9,4,57,4,9,-1
stale-soft,4,duplicate-rewrite,clean,74,absorbed,1.0,1.0,0.595308,10,4,58,4,10,-1
stale-soft,4,duplicate-rewrite,clean,75,absorbed,1.0,1.0,0.582509,11,4,59,4,11,-1
stale-soft,4,duplicate-rewrite,clean,76,absorbed,1.0,1.0,0.603684,12,4,60,4,12,-1
stale-soft,4,duplicate-rewrite,clean,77,absorbed,1.0,1.0,0.608251,13,4,61,4,13,-1
stale-soft,4,duplicate-rewrite,clean,78,absorbed,1.0,1.0,0.609918,14,4,62,4,14,-1
stale-soft,4,duplicate-rewrite,clean,79,absorbed,1.0,1.0,0.612065,15,4,63,4,15,-1
stale-soft,5,supersession,stale2:vision-class0,80,absorbed,1.0,0.700734,0.612065,0,5,64,5,0,-1
stale-soft,5,supersession,stale2:vision-class0,81,absorbed,1.0,0.700734,0.608872,1,5,65,5,1,-1
stale-soft,5,supersession,stale2:vision-class0,82,absorbed,1.0,0.700734,0.612249,2,5,66,5,2,-1
stale-soft,5,supersession,stale2:vision-class0,83,absorbed,1.0,0.700734,0.589616,3,5,67,5,3,-1
stale-soft,5,supersession,stale2:vision-class0,84,absorbed,1.0,0.700734,0.608635,4,5,68,5,4,-1
stale-soft,5,supersession,stale2:vision-class0,85,absorbed,1.0,0.700734,0.609107,5,5,69,5,5,-1
stale-soft,5,supersession,stale2:vision-class0,86,absorbed,1.0,0.700734,0.609954,6,5,70,5,6,-1
stale-soft,5,supersession,stale2:vision-class0,87,absorbed,1.0,0.700734,0.592535,7,5,71,5,7,-1
stale-soft,5,duplicate-rewrite,clean,88,absorbed,1.0,1.0,0.603281,8,5,72,5,8,-1
stale-soft,5,duplicate-rewrite,clean,89,absorbed,1.0,1.0,0.612249,9,5,73,5,9,-1
stale-soft,5,duplicate-rewrite,clean,90,absorbed,1.0,1.0,0.595308,10,5,74,5,10,-1
stale-soft,5,duplicate-rewrite,clean,91,absorbed,1.0,1.0,0.582509,11,5,75,5,11,-1
stale-soft,5,duplicate-rewrite,clean,92,absorbed,1.0,1.0,0.603684,12,5,76,5,12,-1
stale-soft,5,duplicate-rewrite,clean,93,absorbed,1.0,1.0,0.608251,13,5,77,5,13,-1
stale-soft,5,duplicate-rewrite,clean,94,absorbed,1.0,1.0,0.609918,14,5,78,5,14,-1
stale-soft,5,duplicate-rewrite,clean,95,absorbed,1.0,1.0,0.612065,15,5,79,5,15,-1
