arm,epoch,probe_index,rank,slot,sim,surviving,weight,decode
stale-soft,0,0,0,13,0.617507577,1,0.567831457,0
stale-soft,0,0,1,16,0.565549731,1,0.200871959,0
stale-soft,0,0,2,29,0.508965731,1,0.0647794306,0
stale-soft,0,0,3,12,0.507504702,1,0.0629139319,0
stale-soft,0,0,4,31,0.502521276,1,0.0569457524,0
stale-soft,0,0,5,27,0.492558062,1,0.0466575399,0
stale-soft,0,0,6,7,0.461731374,0,0,0
stale-soft,0,0,7,23,0.447789699,0,0,0
stale-soft,0,0,8,9,0.387883574,0,0,0
stale-soft,0,0,9,17,0.379026532,0,0,0
stale-soft,0,0,10,18,0.375647008,0,0,0
stale-soft,0,0,11,30,0.365519553,0,0,0
stale-soft,0,0,12,26,0.358290076,0,0,0
stale-soft,0,0,13,22,0.356395602,0,0,0
stale-soft,0,0,14,5,0.347414255,0,0,0
stale-soft,0,0,15,8,0.327053666,0,0,0
stale-soft,0,0,16,15,0.32036072,0,0,0
stale-soft,0,0,17,10,0.315813899,0,0,0
stale-soft,0,0,18,3,0.262700051,0,0,0
stale-soft,0,0,19,20,0.252533257,0,0,0
stale-soft,0,1,0,29,0.628079891,1,0.469341338,0
stale-soft,0,1,1,31,0.598727345,1,0.260936975,0
stale-soft,0,1,2,17,0.560537755,1,0.121569701,0
stale-soft,0,1,3,10,0.55522573,1,0.109316424,0
stale-soft,0,1,4,18,0.503480315,1,0.0388356335,0
stale-soft,0,1,5,7,0.449587911,0,0,0
stale-soft,0,1,6,15,0.438744813,0,0,0
stale-soft,0,1,7,16,0.428943276,0,0,0
stale-soft,0,1,8,27,0.40813008,0,0,0
stale-soft,0,1,9,13,0.400332749,0,0,0
stale-soft,0,1,10,26,0.343743861,0,0,0
stale-soft,0,1,11,12,0.343679577,0,0,0
stale-soft,0,1,12,22,0.320322663,0,0,0
stale-soft,0,1,13,23,0.298739731,0,0,0
stale-soft,0,1,14,1,0.297266573,0,0,0
stale-soft,0,1,15,28,0.288452446,0,0,0
stale-soft,0,1,16,5,0.279122829,0,0,0
stale-soft,0,1,17,9,0.261261165,0,0,0
stale-soft,0,1,18,30,0.221772566,0,0,0
stale-soft,0,1,19,4,0.214955479,0,0,0
stale-soft,0,2,0,2,0.8646698,1,0.841261446,0
stale-soft,0,2,1,25,0.781287611,1,0.158738613,0
stale-soft,0,2,2,14,0.327446342,0,0,0
stale-soft,0,2,3,9,0.28674975,0,0,0
stale-soft,0,2,4,31,0.270359576,0,0,0
stale-soft,0,2,5,18,0.267438561,0,0,0
stale-soft,0,2,6,26,0.266549468,0,0,0
stale-soft,0,2,7,24,0.250888288,0,0,0
stale-soft,0,2,8,15,0.249533266,0,0,0
stale-soft,0,2,9,1,0.22256723,0,0,0
stale-soft,0,2,10,22,0.22253263,0,0,0
stale-soft,0,2,11,27,0.177269727,0,0,0
stale-soft,0,2,12,10,0.176136345,0,0,0
stale-soft,0,2,13,20,0.175245732,0,0,0
stale-soft,0,2,14,5,0.166710883,0,0,0
stale-soft,0,2,15,30,0.160836831,0,0,0
stale-soft,0,2,16,23,0.155427426,0,0,0
stale-soft,0,2,17,16,0.152369007,0,0,0
stale-soft,0,2,18,8,0.142901272,0,0,0
stale-soft,0,2,19,6,0.13508153,0,0,0
stale-soft,0,3,0,29,0.808151186,1,0.921806812,0
stale-soft,0,3,1,13,0.68072927,1,0.0720887259,0
stale-soft,0,3,2,7,0.524628758,1,0.00317684119,0
stale-soft,0,3,3,12,0.492906392,1,0.00168445194,0
stale-soft,0,3,4,23,0.477719456,1,0.0012432161,0
stale-soft,0,3,5,31,0.454093963,0,0,0
stale-soft,0,3,6,27,0.448530704,0,0,0
stale-soft,0,3,7,17,0.42852968,0,0,0
stale-soft,0,3,8,16,0.424065888,0,0,0
stale-soft,0,3,9,30,0.334032893,0,0,0
stale-soft,0,3,10,18,0.318765879,0,0,0
stale-soft,0,3,11,10,0.302747935,0,0,0
stale-soft,0,3,12,28,0.284669936,0,0,0
stale-soft,0,3,13,15,0.274316609,0,0,0
stale-soft,0,3,14,26,0.270439506,0,0,0
stale-soft,0,3,15,22,0.254595429,0,0,0
stale-soft,0,3,16,5,0.247311503,0,0,0
stale-soft,0,3,17,4,0.241150498,0,0,0
stale-soft,0,3,18,3,0.236313552,0,0,0
stale-soft,0,3,19,9,0.200072721,0,0,0
stale-soft,0,4,0,10,0.695642114,1,0.44594726,0
stale-soft,0,4,1,31,0.671713769,1,0.276340723,0
stale-soft,0,4,2,18,0.644632578,1,0.160775736,0
stale-soft,0,4,3,16,0.618414342,1,0.0951682106,0
stale-soft,0,4,4,15,0.54465425,1,0.0217680521,0
stale-soft,0,4,5,1,0.4426952,0,0,0
stale-soft,0,4,6,27,0.41277954,0,0,0
stale-soft,0,4,7,17,0.398175925,0,0,0
stale-soft,0,4,8,7,0.388756394,0,0,0
stale-soft,0,4,9,9,0.38761875,0,0,0
stale-soft,0,4,10,26,0.366726935,0,0,0
stale-soft,0,4,11,20,0.349407822,0,0,0
stale-soft,0,4,12,29,0.333777547,0,0,0
stale-soft,0,4,13,23,0.326533377,0,0,0
stale-soft,0,4,14,24,0.325548887,0,0,0
stale-soft,0,4,15,5,0.324198753,0,0,0
stale-soft,0,4,16,22,0.323803782,0,0,0
stale-soft,0,4,17,11,0.318009436,0,0,0
stale-soft,0,4,18,12,0.316309452,0,0,0
stale-soft,0,4,19,3,0.29879269,0,0,0
stale-soft,0,5,0,2,0.513239324,1,0.681898296,0
stale-soft,0,5,1,25,0.475113869,1,0.318101704,0
stale-soft,0,5,2,5,0.281966507,0,0,0
stale-soft,0,5,3,8,0.253144026,0,0,0
stale-soft,0,5,4,26,0.24092263,0,0,0
stale-soft,0,5,5,9,0.23481518,0,0,0
stale-soft,0,5,6,30,0.23279345,0,0,0
stale-soft,0,5,7,15,0.230362386,0,0,0
stale-soft,0,5,8,22,0.221859351,0,0,0
stale-soft,0,5,9,12,0.214669764,0,0,0
stale-soft,0,5,10,14,0.214504242,0,0,0
stale-soft,0,5,11,31,0.210898161,0,0,0
stale-soft,0,5,12,71,0.205670714,0,0,2
stale-soft,0,5,13,27,0.202394173,0,0,0
stale-soft,0,5,14,18,0.19680509,0,0,0
stale-soft,0,5,15,1,0.194258332,0,0,0
stale-soft,0,5,16,6,0.1904836,0,0,0
stale-soft,0,5,17,17,0.179563001,0,0,0
stale-soft,0,5,18,24,0.174746722,0,0,0
stale-soft,0,5,19,7,0.173448712,0,0,0
stale-soft,0,6,0,29,0.581290841,1,0.704527199,0
stale-soft,0,6,1,13,0.513338327,1,0.180996403,0
