arm,epoch,probe_index,rank,slot,sim,surviving,weight,decode
stale-soft,0,1,0,105,0.330553532,1,0.183929235,3
stale-soft,0,1,1,7,0.313379824,1,0.130461305,0
stale-soft,0,1,2,120,0.30507642,1,0.11049924,3
stale-soft,0,1,3,103,0.302632689,1,0.105228513,3
stale-soft,0,1,4,17,0.299473047,1,0.0987845659,0
stale-soft,0,1,5,43,0.29778415,1,0.0955035314,1
stale-soft,0,1,6,15,0.269537628,1,0.0542841777,0
stale-soft,0,1,7,14,0.269202977,1,0.0539220683,0
stale-soft,0,1,8,23,0.268708766,1,0.0533917099,0
stale-soft,0,1,9,25,0.258602738,1,0.0436208472,0
stale-soft,0,1,10,107,0.253591239,1,0.0394606926,3
stale-soft,0,1,11,47,0.241386503,1,0.0309140459,1
stale-soft,0,1,12,11,0.234377772,0,0,0
stale-soft,0,1,13,45,0.226183921,0,0,1
stale-soft,0,1,14,88,0.22417739,0,0,2
stale-soft,0,1,15,118,0.222445637,0,0,3
stale-soft,0,1,16,39,0.22149384,0,0,1
stale-soft,0,1,17,21,0.220411971,0,0,0
stale-soft,0,1,18,111,0.21807836,0,0,3
stale-soft,0,1,19,108,0.211355031,0,0,3
stale-soft,0,2,0,120,0.291718781,1,0.375866532,3
stale-soft,0,2,1,105,0.275842726,1,0.273612529,3
stale-soft,0,2,2,103,0.258648098,1,0.193992689,3
stale-soft,0,2,3,50,0.247918904,1,0.156528264,1
stale-soft,0,2,4,16,0.236365467,0,0,0
stale-soft,0,2,5,15,0.222682625,0,0,0
stale-soft,0,2,6,107,0.21862857,0,0,3
stale-soft,0,2,7,14,0.218342692,0,0,0
stale-soft,0,2,8,20,0.216006324,0,0,0
stale-soft,0,2,9,76,0.211587489,0,0,2
stale-soft,0,2,10,77,0.205583125,0,0,2
stale-soft,0,2,11,36,0.205125138,0,0,1
stale-soft,0,2,12,23,0.204031482,0,0,0
stale-soft,0,2,13,38,0.20178768,0,0,1
stale-soft,0,2,14,43,0.201785803,0,0,1
stale-soft,0,2,15,47,0.198591962,0,0,1
stale-soft,0,2,16,80,0.193684921,0,0,2
stale-soft,0,2,17,45,0.189811185,0,0,1
stale-soft,0,2,18,93,0.189402491,0,0,2
stale-soft,0,2,19,109,0.173589364,0,0,3
stale-soft,0,3,0,19,0.351428628,1,0.359011829,0
stale-soft,0,3,1,25,0.30079487,1,0.130409583,0
stale-soft,0,3,2,2,0.299485326,1,0.127038389,0
stale-soft,0,3,3,31,0.288042963,1,0.101052664,0
stale-soft,0,3,4,24,0.286138922,1,0.0972768515,0
stale-soft,0,3,5,29,0.2544626,1,0.0516264848,0
stale-soft,0,3,6,62,0.250727177,1,0.047910098,1
stale-soft,0,3,7,21,0.247825131,1,0.0452085026,0
stale-soft,0,3,8,27,0.242283449,1,0.0404655747,0
stale-soft,0,3,9,41,0.239385247,0,0,1
stale-soft,0,3,10,14,0.235407874,0,0,0
stale-soft,0,3,11,17,0.232031107,0,0,0
stale-soft,0,3,12,47,0.219945222,0,0,1
stale-soft,0,3,13,23,0.219527453,0,0,0
stale-soft,0,3,14,5,0.212912664,0,0,0
stale-soft,0,3,15,57,0.211534172,0,0,1
stale-soft,0,3,16,22,0.211087033,0,0,0
stale-soft,0,3,17,15,0.210359603,0,0,0
stale-soft,0,3,18,40,0.206886172,0,0,1
stale-soft,0,3,19,28,0.198099539,0,0,0
stale-soft,0,4,0,2,0.482784957,1,0.285843641,0
stale-soft,0,4,1,29,0.477392495,1,0.256619841,0
stale-soft,0,4,2,27,0.467862219,1,0.212085754,0
stale-soft,0,4,3,16,0.403755546,1,0.0588420443,0
stale-soft,0,4,4,25,0.385118067,1,0.0405326299,0
stale-soft,0,4,5,20,0.355622441,1,0.0224703103,0
stale-soft,0,4,6,21,0.343471289,1,0.0176224206,0
stale-soft,0,4,7,39,0.332409918,1,0.0141249718,1
stale-soft,0,4,8,22,0.329276919,1,0.0132670645,0
stale-soft,0,4,9,14,0.327411264,1,0.0127811516,0
stale-soft,0,4,10,41,0.32318145,1,0.0117443819,1
stale-soft,0,4,11,63,0.313732892,1,0.00972212199,1
stale-soft,0,4,12,18,0.302837372,1,0.00781850703,0
stale-soft,0,4,13,26,0.300812006,1,0.00750812935,0
stale-soft,0,4,14,24,0.296919584,1,0.00694580516,0
stale-soft,0,4,15,31,0.295867145,1,0.00680113072,0
stale-soft,0,4,16,19,0.271880925,1,0.00420958642,0
stale-soft,0,4,17,23,0.267953098,1,0.0038915514,0
stale-soft,0,4,18,10,0.26494652,1,0.00366444304,0
stale-soft,0,4,19,28,0.262715459,1,0.0035045261,0
stale-soft,0,5,0,29,0.565567911,1,0.535559177,0
stale-soft,0,5,1,16,0.499759674,1,0.143616483,0
stale-soft,0,5,2,39,0.457993865,1,0.0622917973,1
stale-soft,0,5,3,27,0.447266877,1,0.0502640568,0
stale-soft,0,5,4,47,0.445023596,1,0.0480587706,1
stale-soft,0,5,5,15,0.431626737,1,0.0367628522,0
stale-soft,0,5,6,28,0.418202102,1,0.0281063411,0
stale-soft,0,5,7,41,0.410426199,1,0.024058219,1
stale-soft,0,5,8,25,0.406880021,1,0.0224110205,0
stale-soft,0,5,9,20,0.360984147,1,0.00894983951,0
stale-soft,0,5,10,2,0.341712505,1,0.00608728966,0
stale-soft,0,5,11,63,0.33969909,1,0.00584703404,1
stale-soft,0,5,12,62,0.330012739,1,0.00481727067,1
stale-soft,0,5,13,31,0.316947401,1,0.00370951346,0
stale-soft,0,5,14,37,0.316215575,1,0.00365561433,1
stale-soft,0,5,15,23,0.315873921,1,0.00363072054,0
stale-soft,0,5,16,14,0.311460614,1,0.00332398782,0
stale-soft,0,5,17,10,0.308106095,1,0.00310829608,0
stale-soft,0,5,18,53,0.307138026,1,0.00304869399,1
stale-soft,0,5,19,54,0.300934672,1,0.00269297464,1
stale-soft,0,6,0,16,0.63839227,1,0.883803844,0
stale-soft,0,6,1,27,0.472568542,1,0.0320648439,0
stale-soft,0,6,2,29,0.448909253,1,0.0199768618,0
stale-soft,0,6,3,23,0.438115865,1,0.0160981882,0
stale-soft,0,6,4,28,0.411187828,1,0.00939470995,0
stale-soft,0,6,5,26,0.383004516,1,0.00534670474,0
stale-soft,0,6,6,25,0.37280196,1,0.00435981248,0
stale-soft,0,6,7,41,0.370862126,1,0.00419390621,1
stale-soft,0,6,8,2,0.367150843,1,0.00389388204,0
stale-soft,0,6,9,20,0.358001232,1,0.0032427269,0
stale-soft,0,6,10,24,0.357037634,1,0.0031808319,0
stale-soft,0,6,11,10,0.344484061,1,0.00247458159,0
stale-soft,0,6,12,14,0.343786031,1,0.00244027446,0
stale-soft,0,6,13,63,0.330871791,1,0.00188480783,1
stale-soft,0,6,14,22,0.330712855,1,0.00187882548,0
stale-soft,0,6,15,62,0.325786471,1,0.00170253683,1
stale-soft,0,6,16,39,0.320149541,1,0.0015210195,1
stale-soft,0,6,17,11,0.294736028,1,0.000914946722,0
stale-soft,0,6,18,21,0.291394919,1,0.000855806051,0
stale-soft,0,6,19,18,0.286159337,1,0.000770725135,0
stale-soft,0,7,0,13,0.39904663,1,0.328132451,0
stale-soft,0,7,1,72,0.373534203,1,0.196993098,2
stale-soft,0,7,2,79,0.352357268,1,0.128976479,2
stale-soft,0,7,3,0,0.329263747,1,0.0812685639,0
stale-soft,0,7,4,21,0.306468636,1,0.051514186,0
stale-soft,0,7,5,26,0.295880735,1,0.041683238,0
stale-soft,0,7,6,76,0.287003249,1,0.0349021964,2
stale-soft,0,7,7,33,0.280467808,1,0.0306257326,1
stale-soft,0,7,8,25,0.280417055,1,0.0305946711,0
stale-soft,0,7,9,11,0.277546018,1,0.0288873874,0
stale-soft,0,7,10,22,0.248435497,1,0.0161382873,0
stale-soft,0,7,11,24,0.246788949,1,0.0156154949,0
stale-soft,0,7,12,23,0.243660107,1,0.0146682672,0
