query_id,width,truth_in_set,truth_in_alts,deployed_correct,P-assert,P-uniform,P-alt-uniform
pairB_oneshot_s0:e0:p14,3,1,0,1,1.0,0.333333,0.0
pairB_oneshot_s0:e0:p31,3,1,0,1,1.0,0.333333,0.0
pairB_oneshot_s0:e0:p38,3,1,0,1,1.0,0.333333,0.0
pairB_oneshot_s0:e0:p40,3,1,0,1,1.0,0.333333,0.0
pairB_oneshot_s0:e0:p46,3,1,0,1,1.0,0.333333,0.0
pairB_oneshot_s0:e0:p50,3,1,0,1,1.0,0.333333,0.0
pairB_oneshot_s0:e0:p164,2,1,0,1,1.0,0.5,0.0
pairB_oneshot_s0:e0:p190,2,1,0,1,1.0,0.5,0.0
pairB_oneshot_s0:e0:p191,2,1,0,1,1.0,0.5,0.0
pairB_oneshot_s0:e0:p218,2,1,0,1,1.0,0.5,0.0
pairB_oneshot_s0:e6:p0,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p1,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p2,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p3,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p4,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p5,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p6,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p7,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p8,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p9,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p10,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p11,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p12,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p13,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p17,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p18,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p19,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p20,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p21,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p22,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p23,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p24,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p25,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p26,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p27,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p28,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p29,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p30,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p32,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p33,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p34,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p35,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p36,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p37,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p38,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p39,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p40,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p41,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p42,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p44,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p45,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p47,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p48,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p49,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p51,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p52,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p53,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p54,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p55,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p56,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p57,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p58,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p59,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p60,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p61,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e6:p62,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p0,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p1,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p2,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p3,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p4,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p5,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p6,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p7,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p8,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p9,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p10,2,1,1,0,0.0,0.5,1.0
pairB_oneshot_s0:e7:p11,2,1,1,0,0.0,0.5,1.0
