query_id,width,truth_in_set,truth_in_alts,deployed_correct,P-assert,P-uniform,P-alt-uniform
pairB_contra_s0:e0:p2,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p5,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p8,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p35,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p45,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p49,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p62,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p75,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p87,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p96,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p99,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p114,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p127,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p141,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p154,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p162,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p167,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p179,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p181,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p187,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p195,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p201,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p202,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p204,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p210,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p211,3,1,0,1,1.0,0.333333,0.0
pairB_contra_s0:e0:p213,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p215,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p222,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p224,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p229,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p244,3,1,0,1,1.0,0.333333,0.0
pairB_contra_s0:e0:p249,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p250,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e0:p252,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p21,2,1,1,0,0.0,0.5,1.0
pairB_contra_s0:e1:p53,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p54,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p61,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p85,3,1,0,1,1.0,0.333333,0.0
pairB_contra_s0:e1:p107,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p154,3,1,0,1,1.0,0.333333,0.0
pairB_contra_s0:e1:p160,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p162,2,1,1,0,0.0,0.5,1.0
pairB_contra_s0:e1:p167,3,1,0,1,1.0,0.333333,0.0
pairB_contra_s0:e1:p178,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p184,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p192,2,1,1,0,0.0,0.5,1.0
pairB_contra_s0:e1:p193,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p197,3,1,0,1,1.0,0.333333,0.0
pairB_contra_s0:e1:p203,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p216,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p232,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p234,2,1,0,1,1.0,0.5,0.0
pairB_contra_s0:e1:p238,3,1,0,1,1.0,0.333333,0.0
