query_id,width,truth_in_set,truth_in_alts,deployed_correct,P-assert,P-uniform,P-alt-uniform
pairD_contra_s2:e3:p140,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e3:p152,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e3:p166,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e3:p222,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e3:p237,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e4:p133,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e4:p141,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e4:p147,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e4:p166,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e4:p177,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e4:p248,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e5:p133,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e5:p140,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e5:p147,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e5:p152,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e5:p187,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e5:p237,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e5:p248,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e6:p140,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e6:p147,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e6:p152,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e6:p173,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e6:p187,2,1,1,0,0.0,0.5,1.0
pairD_contra_s2:e6:p222,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e7:p141,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e7:p143,2,1,1,0,0.0,0.5,1.0
pairD_contra_s2:e7:p173,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e7:p187,2,1,1,0,0.0,0.5,1.0
pairD_contra_s2:e8:p152,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e8:p201,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e8:p234,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e9:p166,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e9:p222,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e9:p234,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e9:p237,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e9:p248,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e10:p140,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e10:p141,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e10:p201,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e11:p67,2,1,0,1,1.0,0.5,0.0
pairD_contra_s2:e11:p119,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e11:p141,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e11:p166,3,1,0,1,1.0,0.333333,0.0
pairD_contra_s2:e11:p187,3,1,1,0,0.0,0.333333,0.5
pairD_contra_s2:e11:p222,3,1,0,1,1.0,0.333333,0.0
