query_id,width,truth_in_set,truth_in_alts,deployed_correct,P-assert,P-uniform,P-alt-uniform
pairD_oneshot_s2:e0:p1,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p5,2,1,1,0,0.0,0.5,1.0
pairD_oneshot_s2:e0:p8,2,1,1,0,0.0,0.5,1.0
pairD_oneshot_s2:e0:p13,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p14,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p18,2,1,1,0,0.0,0.5,1.0
pairD_oneshot_s2:e0:p20,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p24,2,1,1,0,0.0,0.5,1.0
pairD_oneshot_s2:e0:p25,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p29,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p30,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p34,2,1,1,0,0.0,0.5,1.0
pairD_oneshot_s2:e0:p42,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p46,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p51,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p53,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p56,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p59,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p62,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p70,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p72,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p73,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p76,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p77,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p78,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p79,2,1,1,0,0.0,0.5,1.0
pairD_oneshot_s2:e0:p80,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p83,2,1,0,1,1.0,0.5,0.0
pairD_oneshot_s2:e0:p92,2,1,0,1,1.0,0.5,0.0
